ID	Cancer	PAX5	ZCCHC7	Type	Label
SJAMLM7010478_D1	AML	4.04791	10.8668	WT	xAML-WT
SJAMLM7010479_D1	AML	1.2665	11.1604	WT	xAML-WT
SJAMLM7010482_D1	AML	5.61721	13.6549	WT	xAML-WT
SJAMLM7010947_D1	AML	8.39994	3.99483	WT	xAML-WT
SJAMLM7010949_D1	AML	5.56696	4.91079	WT	xAML-WT
SJAMLM7010950_D1	AML	1.27678	5.82595	WT	xAML-WT
SJAMLM7010951_D1	AML	11.4824	4.75448	WT	xAML-WT
SJAMLM7010952_D1	AML	1.84064	3.42961	WT	xAML-WT
SJAMLM7010953_D1	AML	6.89118	8.55757	WT	xAML-WT
SJAMLM7010954_D1	AML	92.837	11.6819	WT	xAML-WT
SJAMLM7010955_D1	AML	5.61148	5.68349	WT	xAML-WT
SJAMLM7010956_D1	AML	10.7126	5.48211	WT	xAML-WT
SJAMLM7010957_D1	AML	12.3764	5.41779	WT	xAML-WT
SJAMLM7010958_D1	AML	18.6215	7.83734	WT	xAML-WT
SJAMLM7010959_D1	AML	0.902424	6.18379	WT	xAML-WT
SJAMLM7010960_D1	AML	5.82595	4.51232	WT	xAML-WT
SJAMLM7010961_D1	AML	6.82524	3.61134	WT	xAML-WT
SJAMLM7010962_D1	AML	16.989	7.31182	WT	xAML-WT
SJAMLM7010963_D1	AML	4.22733	4.71915	WT	xAML-WT
SJAMLM7010964_D1	AML	8.88631	7.70702	WT	xAML-WT
SJAMLM7010_D	AML	0.5008	16.4392	WT	xAML-WT
SJAMLM7011108_D1	AML	0.269128	5.40498	WT	xAML-WT
SJAMLM7011108_D2	AML	0.441024	5.97	WT	xAML-WT
SJAMLM7011109_D1	AML	4.1771	9.46785	WT	xAML-WT
SJAMLM7011109_D2	AML	4.87378	8.83788	WT	xAML-WT
SJAMLM7011233_D1	AML	69.8686	16.4736	WT	xAML-WT
SJAMLM7011234_D1	AML	3.17239	7.86544	WT	xAML-WT
SJAMLM7011235_D1	AML	0.179208	9.23928	WT	xAML-WT
SJAMLM7011236_D1	AML	5.07673	7.31741	WT	xAML-WT
SJAMLM7011237_D1	AML	11.3292	6.60161	WT	xAML-WT
SJAMLM7011238_D1	AML	7.86337	8.24048	WT	xAML-WT
SJAMLM7011239_D1	AML	10.4308	18.0509	WT	xAML-WT
SJAMLM7011240_D1	AML	3.80742	17.1058	WT	xAML-WT
SJAMLM7011241_D1	AML	5.21956	4.88769	WT	xAML-WT
SJAMLM7011242_D1	AML	2.0708	5.35081	WT	xAML-WT
SJAMLM7011243_D1	AML	2.60089	4.15199	WT	xAML-WT
SJAMLM7011244_D1	AML	3.94452	6.73259	WT	xAML-WT
SJAMLM7011246_D1	AML	10.9037	6.26723	WT	xAML-WT
SJAMLM7011247_D1	AML	0.602367	5.73752	WT	xAML-WT
SJAMLM7011248_D1	AML	1.6576	6.78173	WT	xAML-WT
SJAMLM7011249_D1	AML	7.54957	6.51051	WT	xAML-WT
SJAMLM7011321_D1	AML	11.8325	7.59004	WT	xAML-WT
SJAMLM7011322_D1	AML	2.76081	10.028	WT	xAML-WT
SJAMLM7011323_D1	AML	7.21076	4.45308	WT	xAML-WT
SJAMLM7011324_D1	AML	7.10141	7.02458	WT	xAML-WT
SJAMLM7011325_D1	AML	6.50887	8.02316	WT	xAML-WT
SJAMLM7011326_D1	AML	4.84761	9.72216	WT	xAML-WT
SJAMLM7011327_D1	AML	3.16326	9.42756	WT	xAML-WT
SJAMLM7011328_D1	AML	27.5163	12.7451	WT	xAML-WT
SJAMLM7011_D	AML	0.205678	8.91921	WT	xAML-WT
SJAMLM7012_D	AML	2.25711	10.2648	WT	xAML-WT
SJAMLM7013_D	AML	0.269502	8.33335	WT	xAML-WT
SJAMLM7014_D	AML	0.768434	8.95471	WT	xAML-WT
SJAMLM7015_D	AML	0.00207149	5.77252	WT	xAML-WT
SJAMLM7026_D	AML	0.108654	8.61287	WT	xAML-WT
SJAMLM7027_D	AML	0.201165	6.75831	WT	xAML-WT
SJAMLM7028_D	AML	0.148511	3.7615	WT	xAML-WT
SJAMLM7029_D	AML	1.03277	4.89021	WT	xAML-WT
SJAMLM7030_D	AML	0.317429	19.5963	WT	xAML-WT
SJAMLM7031_D	AML	0.0354553	5.29037	WT	xAML-WT
SJAMLM7032_D	AML	0.0736899	7.94289	WT	xAML-WT
SJAMLM7033_D	AML	5.99276	6.72235	WT	xAML-WT
SJAMLM7041_D	AML	4.04621	7.27534	WT	xAML-WT
SJAMLM7042_D	AML	10.4652	8.42582	WT	xAML-WT
SJAMLM7043_D	AML	1.04296	4.05128	WT	xAML-WT
SJAMLM7044_D	AML	2.35401	7.74431	WT	xAML-WT
SJAMLM7045_D	AML	0.700964	6.05219	WT	xAML-WT
SJAMLM7046_D	AML	39.0403	13.6807	WT	xAML-WT
SJAMLM7047_D	AML	2.21699	3.96488	WT	xAML-WT
SJAMLM7048_D	AML	8.24154	9.48156	WT	xAML-WT
SJAMLM7049_D	AML	0.238915	9.67815	WT	xAML-WT
SJAMLM7050_D	AML	1.29663	6.40956	WT	xAML-WT
SJAMLM7051_D	AML	12.8416	5.15889	WT	xAML-WT
SJAMLM7052_D	AML	2.55053	10.0388	WT	xAML-WT
SJAMLM7053_D	AML	1.99998	7.03506	WT	xAML-WT
SJAMLM7054_D	AML	0.90428	7.87543	WT	xAML-WT
SJAMLM7055_D	AML	4.09978	6.56987	WT	xAML-WT
SJAMLM7056_D	AML	1.31912	7.85755	WT	xAML-WT
SJAMLM7057_D	AML	1.78875	6.532	WT	xAML-WT
SJAMLM7058_D	AML	0.787939	8.94265	WT	xAML-WT
SJAMLM7059_D	AML	0.241778	9.50564	WT	xAML-WT
SJAMLM7060_D	AML	1.07449	21.1081	WT	xAML-WT
SJBALL000013_D1	BALL	270.481	29.8421	WT	BALL-WT
SJBALL001653_D1	TALL	0.1423	12.8905	WT	TALL-WT
SJBALL001675_D1	TALL	0.3085	13.6659	WT	TALL-WT
SJBALL001733_D1	BALL	37.6295	64.1334	Fusion	BALL-Fusion
SJBALL001782_D1	TALL	0.2225	6.3487	WT	TALL-WT
SJBALL001793_D1	BALL	32.0149	217.1183	WT	BALL-WT
SJBALL002236_D1	BALL	22.327	53.8928	WT	BALL-WT
SJBALL002373_D1	TALL	0.1325	12.1813	WT	TALL-WT
SJBALL010_D	BALL	32.5602	112.471	WT	BALL-WT
SJBALL011_D	BALL	18.7469	30.458	WT	BALL-WT
SJBALL013786_D1	BALL	37.5535	174.3802	Fusion	BALL-Fusion
SJBALL013789_D1	BALL	81.5155	135.3262	WT	BALL-WT
SJBALL013790_D1	BALL	38.1558	62.538	WT	BALL-WT
SJBALL013791_D1	BALL	33.081	105.3034	WT	BALL-WT
SJBALL013793_D1	BALL	61.2648	134.9762	WT	BALL-WT
SJBALL013799_D1	BALL	6.9216	20.9079	WT	BALL-WT
SJBALL015_D	BALL	120.539	73.427	WT	BALL-WT
SJBALL020012_D1	BALL	41.4557	34.0399	WT	BALL-WT
SJBALL020013_D1	BALL	34.419	33.0939	WT	BALL-WT
SJBALL020013_D2	BALL	40.5205	53.3113	WT	BALL-WT
SJBALL020014_D1	BALL	65.2796	22.3701	WT	BALL-WT
SJBALL020015_D1	BALL	48.9013	56.3154	WT	BALL-WT
SJBALL020015_D2	BALL	42.2329	54.273	WT	BALL-WT
SJBALL020069_D1	BALL	41.2999	58.7735	WT	BALL-WT
SJBALL020073_D1	BALL	24.3209	56.3986	WT	BALL-WT
SJBALL020077_D1	BALL	31.0326	68.8153	WT	BALL-WT
SJBALL020081_D1	BALL	29.6213	74.4871	WT	BALL-WT
SJBALL020084_D1	BALL	60.1217	80.6237	WT	BALL-WT
SJBALL020087_D1	BALL	26.5224	113.36	WT	BALL-WT
SJBALL020091_D1	BALL	92.837	39.4502	WT	BALL-WT
SJBALL020098_D1	BALL	90.7329	38.9414	WT	BALL-WT
SJBALL020100_D1	BALL	65.5079	105.357	WT	BALL-WT
SJBALL020101_D1	BALL	216.111	130.003	WT	BALL-WT
SJBALL020106_D1	BALL	53.7951	58.4134	WT	BALL-WT
SJBALL020111_D1	BALL	54.0156	83.8189	WT	BALL-WT
SJBALL020113_D1	BALL	57.0448	23.1605	WT	BALL-WT
SJBALL020122_D1	BALL	109.578	58.8643	WT	BALL-WT
SJBALL020125_D1	BALL	36.7172	173.232	WT	BALL-WT
SJBALL020138_D1	BALL	58.5923	79.8691	WT	BALL-WT
SJBALL020140_D1	BALL	27.3134	18.6215	WT	BALL-WT
SJBALL020141_D1	BALL	66.3188	102.197	WT	BALL-WT
SJBALL020142_D1	BALL	59.1247	98.5794	WT	BALL-WT
SJBALL020145_D1	BALL	41.7327	35.5641	WT	BALL-WT
SJBALL020151_D1	BALL	21.8587	13.2151	WT	BALL-WT
SJBALL020336_D2	BALL	80.6049	217.5908	WT	BALL-WT
SJBALL020337_D2	BALL	32.5679	40.0263	WT	BALL-WT
SJBALL020339_D2	BALL	64.4264	69.7134	WT	BALL-WT
SJBALL020340_D1	BALL	113.804	96.7719	WT	BALL-WT
SJBALL020374_D1	BALL	71.8096	57.464	WT	BALL-WT
SJBALL020382_D2	BALL	47.8891	118.6231	WT	BALL-WT
SJBALL020383_D1	BALL	55.2162	41.6536	WT	BALL-WT
SJBALL020409_D2	BALL	40.1624	31.2534	WT	BALL-WT
SJBALL020424_D2	BALL	64.7161	19.1914	WT	BALL-WT
SJBALL020455_D2	BALL	13.7816	41.3002	WT	BALL-WT
SJBALL020460_D2	BALL	11.947	38.1069	WT	BALL-WT
SJBALL020469_D1	BALL	64.9214	95.9086	WT	BALL-WT
SJBALL020476_D2	BALL	35.7945	76.5218	WT	BALL-WT
SJBALL020483_D2	BALL	13.2475	32.4087	WT	BALL-WT
SJBALL020486_D2	BALL	54.1312	32.351	Fusion	BALL-Fusion
SJBALL020487_D2	BALL	39.7816	26.8474	WT	BALL-WT
SJBALL020488_D1	BALL	28.7875	30.7527	WT	BALL-WT
SJBALL020490_D2	BALL	35.6867	39.9692	WT	BALL-WT
SJBALL020492_D2	BALL	10.8399	25.2309	WT	BALL-WT
SJBALL020513_D2	BALL	71.842	45.3379	Fusion	BALL-Fusion
SJBALL020518_D1	BALL	23.9347	70.2778	WT	BALL-WT
SJBALL020520_D2	BALL	61.9431	88.5859	WT	BALL-WT
SJBALL020524_D2	BALL	34.2849	55.1022	WT	BALL-WT
SJBALL020530_D2	BALL	62.2748	42.9904	Fusion	BALL-Fusion
SJBALL020570_D1	BALL	28.394	28.8225	WT	BALL-WT
SJBALL020571_D2	BALL	15.4141	38.5047	WT	BALL-WT
SJBALL020579_D1	BALL	76.0958	27.8697	WT	BALL-WT
SJBALL020579_D2	BALL	88.8748	43.8653	WT	BALL-WT
SJBALL020587_D2	BALL	17.7038	25.5509	WT	BALL-WT
SJBALL020589_D1	BALL	52.6023	34.7881	Fusion	BALL-Fusion
SJBALL020595_D1	BALL	66.0884	103.202	WT	BALL-WT
SJBALL020596_D2	BALL	31.9372	82.6866	WT	BALL-WT
SJBALL020609_D1	BALL	37.1998	80.0526	WT	BALL-WT
SJBALL020625_D1	BALL	31.4463	28.2944	WT	BALL-WT
SJBALL020628_D2	BALL	33.3904	50.3437	WT	BALL-WT
SJBALL020633_D2	BALL	11.2317	88.3135	WT	BALL-WT
SJBALL020649_D1	BALL	45.2206	46.7195	WT	BALL-WT
SJBALL020659_D2	BALL	75.1255	30.337	WT	BALL-WT
SJBALL020665_D2	BALL	23.8191	29.4828	WT	BALL-WT
SJBALL020681_D1	BALL	41.8957	28.9261	WT	BALL-WT
SJBALL020689_D2	BALL	84.6204	159.988	WT	BALL-WT
SJBALL020697_D2	BALL	43.0816	91.4408	WT	BALL-WT
SJBALL020700_D1	BALL	26.3059	68.6833	WT	BALL-WT
SJBALL020704_D1	BALL	17.9888	19.4855	WT	BALL-WT
SJBALL020706_D2	BALL	81.0895	91.9865	WT	BALL-WT
SJBALL020710_D2	BALL	19.1703	34.7981	Fusion	BALL-Fusion
SJBALL020720_D2	BALL	6.2839	97.3529	WT	BALL-WT
SJBALL020732_D2	BALL	22.8124	36.9175	WT	BALL-WT
SJBALL020765_D1	BALL	18.5563	47.5739	WT	BALL-WT
SJBALL020779_D2	BALL	18.6983	75.1476	WT	BALL-WT
SJBALL020789_D1	BALL	55.3644	50.2514	WT	BALL-WT
SJBALL020795_D2	BALL	67.0724	71.8348	WT	BALL-WT
SJBALL020807_D1	BALL	55.8429	65.7346	WT	BALL-WT
SJBALL020811_D1	BALL	17.8449	26.9189	WT	BALL-WT
SJBALL020812_D1	BALL	38.6349	46.6152	WT	BALL-WT
SJBALL020824_D1	BALL	25.587	36.0393	WT	BALL-WT
SJBALL020824_D2	BALL	31.949	41.0827	WT	BALL-WT
SJBALL020828_D1	BALL	74.8003	65.973	WT	BALL-WT
SJBALL020829_D2	BALL	110.0051	61.3257	WT	BALL-WT
SJBALL020832_D1	BALL	31.2145	46.5656	WT	BALL-WT
SJBALL020836_D1	BALL	220.266	96.4797	WT	BALL-WT
SJBALL020852_D1	BALL	14.6669	55.2162	WT	BALL-WT
SJBALL020852_D2	BALL	17.6105	79.6189	WT	BALL-WT
SJBALL020853_D1	BALL	20.8079	51.1292	WT	BALL-WT
SJBALL020877_D1	BALL	23.5779	45.2683	WT	BALL-WT
SJBALL020880_D2	BALL	64.6844	73.5633	WT	BALL-WT
SJBALL020882_D1	BALL	12.5114	13.441	WT	BALL-WT
SJBALL020916_D2	BALL	31.1746	47.9138	WT	BALL-WT
SJBALL020931_D2	BALL	49.9191	107.5997	WT	BALL-WT
SJBALL020936_D1	BALL	30.3403	39.7328	WT	BALL-WT
SJBALL020939_D1	BALL	41.1795	33.6693	WT	BALL-WT
SJBALL020941_D1	BALL	42.2269	49.4859	WT	BALL-WT
SJBALL020946_D2	BALL	23.0107	32.2337	WT	BALL-WT
SJBALL020953_D1	BALL	26.2074	59.0392	WT	BALL-WT
SJBALL020958_D1	BALL	22.1864	58.7735	WT	BALL-WT
SJBALL020963_D1	BALL	38.9414	52.0539	WT	BALL-WT
SJBALL020964_D1	BALL	117.566	110.367	WT	BALL-WT
SJBALL020966_D1	BALL	59.2138	54.3126	WT	BALL-WT
SJBALL020967_D1	BALL	96.7719	32.4004	WT	BALL-WT
SJBALL020971_D1	BALL	6.89648	20.3754	WT	BALL-WT
SJBALL020977_D1	BALL	29.7495	24.4944	WT	BALL-WT
SJBALL020980_D1	BALL	45.5099	50.4339	WT	BALL-WT
SJBALL020984_D1	BALL	29.8798	54.0156	WT	BALL-WT
SJBALL020987_D1	BALL	59.85	72.9829	WT	BALL-WT
SJBALL020993_D1	BALL	41.024	73.1258	WT	BALL-WT
SJBALL020994_D1	BALL	46.7722	35.266	WT	BALL-WT
SJBALL020995_D1	BALL	60.4957	81.8013	WT	BALL-WT
SJBALL020998_D1	BALL	17.3779	26.6405	WT	BALL-WT
SJBALL021005_D1	BALL	119.039	77.8475	WT	BALL-WT
SJBALL021012_D1	BALL	47.2994	43.5159	WT	BALL-WT
SJBALL021018_D1	BALL	31.0736	37.0434	WT	BALL-WT
SJBALL021021_D1	BALL	21.8394	25.0987	WT	BALL-WT
SJBALL021023_D1	BALL	10.2005	5.91857	WT	BALL-WT
SJBALL021031_D1	BALL	24.0288	33.0939	WT	BALL-WT
SJBALL021043_D1	BALL	30.9317	16.4915	WT	BALL-WT
SJBALL021047_D1	BALL	45.2683	19.9131	WT	BALL-WT
SJBALL021053_D1	BALL	28.3606	100.854	WT	BALL-WT
SJBALL021058_D1	BALL	17.7187	78.5647	WT	BALL-WT
SJBALL021059_D1	BALL	42.0167	48.7263	WT	BALL-WT
SJBALL021061_D1	BALL	28.2944	17.7053	WT	BALL-WT
SJBALL021076_D1	BALL	22.0268	66.0884	WT	BALL-WT
SJBALL021080_D1	BALL	83.0061	91.762	WT	BALL-WT
SJBALL021083_D1	BALL	29.3886	72.0948	WT	BALL-WT
SJBALL021087_D1	BALL	11.0519	37.6296	WT	BALL-WT
SJBALL021100_D1	BALL	27.6615	92.3172	WT	BALL-WT
SJBALL021102_D1	BALL	104.989	54.0906	WT	BALL-WT
SJBALL021104_D1	BALL	93.6616	90.9946	WT	BALL-WT
SJBALL021108_D1	BALL	43.0753	19.1431	WT	BALL-WT
SJBALL021109_D1	BALL	21.8587	32.1312	WT	BALL-WT
SJBALL021113_D1	BALL	56.8814	52.2608	WT	BALL-WT
SJBALL021118_D1	BALL	31.4257	92.837	WT	BALL-WT
SJBALL021120_D1	BALL	17.1182	51.9866	WT	BALL-WT
SJBALL021124_D1	BALL	55.4456	53.8681	WT	BALL-WT
SJBALL021128_D1	BALL	34.8408	41.1795	WT	BALL-WT
SJBALL021130_D1	BALL	82.7996	135.109	WT	BALL-WT
SJBALL021131_D1	BALL	29.3703	51.1951	WT	BALL-WT
SJBALL021143_D1	BALL	52.8706	56.3986	WT	BALL-WT
SJBALL021145_D1	BALL	12.9833	19.0523	WT	BALL-WT
SJBALL021146_D1	BALL	24.507	34.1934	WT	BALL-WT
SJBALL021147_D1	BALL	55.5229	60.1217	WT	BALL-WT
SJBALL021187_D2	BALL	125.1974	106.2554	WT	BALL-WT
SJBALL021188_D2	BALL	47.9693	63.5875	Fusion	BALL-Fusion
SJBALL021189_D2	BALL	148.7856	91.5412	WT	BALL-WT
SJBALL021197_D2	BALL	79.0798	12.2166	WT	BALL-WT
SJBALL021220_D2	BALL	47.8173	11.1654	WT	BALL-WT
SJBALL021223_D2	BALL	89.6566	64.9786	WT	BALL-WT
SJBALL021234_D2	BALL	67.894	42.5876	WT	BALL-WT
SJBALL021235_D2	BALL	19.3236	9.5614	WT	BALL-WT
SJBALL021239_D2	BALL	108.4426	65.5835	WT	BALL-WT
SJBALL021240_D2	BALL	51.9582	29.8186	WT	BALL-WT
SJBALL021242_D2	BALL	99.0072	48.1297	WT	BALL-WT
SJBALL021245_D2	BALL	51.2586	87.8754	WT	BALL-WT
SJBALL021248_D2	BALL	21.4316	90.9324	WT	BALL-WT
SJBALL021255_D2	BALL	32.6065	43.5867	WT	BALL-WT
SJBALL021256_D2	BALL	42.9948	36.6975	WT	BALL-WT
SJBALL021258_D2	BALL	67.0598	92.6574	WT	BALL-WT
SJBALL021260_D2	BALL	137.6683	37.9706	WT	BALL-WT
SJBALL021263_D2	BALL	153.779	82.1242	WT	BALL-WT
SJBALL021264_D2	BALL	44.4388	50.3716	WT	BALL-WT
SJBALL021270_D2	BALL	100.2072	150.7994	WT	BALL-WT
SJBALL021280_D2	BALL	158.638	201.6939	WT	BALL-WT
SJBALL021281_D2	BALL	87.4325	31.8418	WT	BALL-WT
SJBALL021283_D2	BALL	77.7584	52.8225	WT	BALL-WT
SJBALL021284_D2	BALL	25.3378	24.269	WT	BALL-WT
SJBALL021299_D1	BALL	41.417	50.0105	WT	BALL-WT
SJBALL021305_D1	BALL	27.5644	84.0297	WT	BALL-WT
SJBALL021324_D1	BALL	54.4554	110.367	WT	BALL-WT
SJBALL021327_D1	BALL	52.6689	81.4004	WT	BALL-WT
SJBALL021329_D1	BALL	35.9831	60.2143	WT	BALL-WT
SJBALL021333_D1	BALL	150.442	89.991	WT	BALL-WT
SJBALL021336_D1	BALL	43.2053	25.0085	WT	BALL-WT
SJBALL021358_D1	BALL	42.3936	95.0478	WT	BALL-WT
SJBALL021372_D1	BALL	68.9416	163.965	WT	BALL-WT
SJBALL021405_D1	BALL	112.917	89.0032	WT	BALL-WT
SJBALL021411_D1	BALL	44.6941	49.5452	WT	BALL-WT
SJBALL021413_D1	BALL	14.7897	21.7996	WT	BALL-WT
SJBALL021416_D1	BALL	12.9993	6.31641	WT	BALL-WT
SJBALL021427_D1	BALL	59.85	71.236	WT	BALL-WT
SJBALL021434_D1	BALL	2.87874	5.93687	WT	BALL-WT
SJBALL021486_D1	BALL	49.9508	61.4657	WT	BALL-WT
SJBALL021489_D1	BALL	95.9086	40.0919	WT	BALL-WT
SJBALL021491_D1	BALL	71.5201	74.6371	WT	BALL-WT
SJBALL021492_D1	BALL	58.8643	48.6115	WT	BALL-WT
SJBALL021511_D1	BALL	47.7831	29.1909	WT	BALL-WT
SJBALL021512_D1	BALL	71.1027	46.9306	WT	BALL-WT
SJBALL021514_D1	BALL	56.4776	45.8541	WT	BALL-WT
SJBALL021516_D1	BALL	37.4482	40.8317	WT	BALL-WT
SJBALL021517_D1	BALL	16.551	64.035	WT	BALL-WT
SJBALL021521_D1	BALL	15.3219	44.5061	WT	BALL-WT
SJBALL021525_D2	BALL	77.6315	55.8193	WT	BALL-WT
SJBALL021530_D1	BALL	21.5369	31.5092	WT	BALL-WT
SJBALL021549_D1	BALL	31.0519	25.7491	WT	BALL-WT
SJBALL021554_D2	BALL	15.4949	40.8783	WT	BALL-WT
SJBALL021644_D1	BALL	64.2504	51.1951	WT	BALL-WT
SJBALL021707_D1	BALL	28.6658	20.2624	WT	BALL-WT
SJBALL021720_D1	BALL	0.86838	7.15056	WT	BALL-WT
SJBALL021721_D1	BALL	1.46224	8.05632	WT	BALL-WT
SJBALL021722_D1	BALL	1.75485	8.80045	WT	BALL-WT
SJBALL021728_D1	BALL	47.4629	23.271	WT	BALL-WT
SJBALL021735_D1	BALL	200.532	91.5122	WT	BALL-WT
SJBALL021737_D1	BALL	15.3934	30.7327	WT	BALL-WT
SJBALL021738_D1	BALL	1.35872	3.84961	WT	BALL-WT
SJBALL021748_D1	BALL	137.175	127.654	WT	BALL-WT
SJBALL021769_D1	BALL	20.3319	41.1022	WT	BALL-WT
SJBALL021772_D1	BALL	72.9829	45.0737	WT	BALL-WT
SJBALL021778_D1	BALL	32.8372	29.2626	WT	BALL-WT
SJBALL021780_D1	BALL	39.1417	95.9086	WT	BALL-WT
SJBALL021784_D1	BALL	28.5477	32.0865	WT	BALL-WT
SJBALL021786_D1	BALL	41.8147	113.36	WT	BALL-WT
SJBALL021787_D1	BALL	0.390603	4.2739	WT	BALL-WT
SJBALL021790_D1	BALL	66.0884	91.5122	WT	BALL-WT
SJBALL021794_D1	BALL	2.9334	5.92462	WT	BALL-WT
SJBALL021800_D1	BALL	46.0048	29.8421	WT	BALL-WT
SJBALL021803_D1	BALL	36.987	63.9261	WT	BALL-WT
SJBALL021807_D1	BALL	60.2143	29.4615	WT	BALL-WT
SJBALL021813_D1	BALL	24.6926	53.0106	WT	BALL-WT
SJBALL021814_D1	BALL	68.8153	61.5649	WT	BALL-WT
SJBALL021816_D1	BALL	40.9079	33.9637	WT	BALL-WT
SJBALL021820_D1	BALL	29.3886	20.9525	WT	BALL-WT
SJBALL021832_D1	BALL	25.6263	19.5086	WT	BALL-WT
SJBALL021841_D1	BALL	66.2078	8.93326	WT	BALL-WT
SJBALL021849_D1	MLL	0.872946	4.9602	WT	MLL-WT
SJBALL021856_D1	BALL	31.5499	36.8369	WT	BALL-WT
SJBALL021866_D1	BALL	56.1601	34.0136	WT	BALL-WT
SJBALL021900_D1	BALL	50.6802	95.0478	WT	BALL-WT
SJBALL022244_D1	BALL	53.3632	15.5985	WT	BALL-WT
SJBALL022245_D1	BALL	43.8273	58.0668	WT	BALL-WT
SJBALL022246_D1	BALL	16.1464	38.6349	WT	BALL-WT
SJBALL022486_D1	BALL	38.0463	35.0494	WT	BALL-WT
SJBALL022489_D1	BALL	58.503	76.4353	WT	BALL-WT
SJBALL083_D	BALL	48.4409	40.9474	WT	BALL-WT
SJBALL101_D	BALL	57.2096	119.039	WT	BALL-WT
SJBALL102_D	BALL	46.1051	119.039	WT	BALL-WT
SJBALL191_D	BALL	68.6833	100.164	WT	BALL-WT
SJBALL195_D	BALL	123.174	119.488	WT	BALL-WT
SJBALL204_D	BALL	62.8802	50.4339	WT	BALL-WT
SJBALL215_D	BALL	120.02	64.1407	WT	BALL-WT
SJBALL218_D	BALL	220.266	103.542	WT	BALL-WT
SJBALL227_D	BALL	183.779	125.399	WT	BALL-WT
SJBALL230_D	BALL	131.233	142.31	WT	BALL-WT
SJBALL231_D	BALL	86.4345	84.0297	WT	BALL-WT
SJBALL237_D	BALL	87.1098	91.5122	WT	BALL-WT
SJBALL239_D	BALL	31.9781	57.8078	WT	BALL-WT
SJBALL247_D	BALL	50.0105	21.4215	WT	BALL-WT
SJBALL255_D	BALL	68.8153	453.229	WT	BALL-WT
SJBALL262_D	BALL	29.8421	45.4118	WT	BALL-WT
SJBALL263_D	BALL	45.2206	41.024	WT	BALL-WT
SJBALL264_D	BALL	35.1574	80.818	WT	BALL-WT
SJBALL265_D	BALL	40.9474	97.6713	WT	BALL-WT
SJBALL266_D	BALL	62.6803	44.6459	WT	BALL-WT
SJBALL267_D	BALL	72.5349	153.064	WT	BALL-WT
SJBALL268_D	BALL	39.4153	121.065	WT	BALL-WT
SJBALL269_D	BALL	56.72	41.261	WT	BALL-WT
SJBALL270_D	BALL	61.7599	41.9761	WT	BALL-WT
SJCBF001018_D1	AML	11.819	20.8696	WT	xAML-WT
SJCBF001018_D2	AML	8.00461	12.7062	WT	xAML-WT
SJCBF001018_D3	AML	8.20587	14.4914	WT	xAML-WT
SJCBF001018_D4	AML	2.24615	8.01592	WT	xAML-WT
SJCBF001018_D5	AML	8.8436	17.3086	WT	xAML-WT
SJCBF001018_D6	AML	3.01675	8.75231	WT	xAML-WT
SJCBF001018_D7	AML	6.33551	12.0368	WT	xAML-WT
SJCBF001018_D8	AML	23.2934	13.668	WT	xAML-WT
SJCBF001_D	AML	5.89415	10.4597	WT	xAML-WT
SJCBF004_D	AML	8.68206	16.3471	WT	xAML-WT
SJCBF006_D	AML	6.39991	13.2027	WT	xAML-WT
SJCBF008_D	AML	10.0033	11.1292	WT	xAML-WT
SJCBF012_D	AML	2.70037	12.5692	WT	xAML-WT
SJCBF020_D	AML	6.89993	7.16871	WT	xAML-WT
SJCBF022_D	AML	2.44382	8.49337	WT	xAML-WT
SJCBF023_D	AML	0.891839	6.58664	WT	xAML-WT
SJCBF025_D	AML	1.36189	12.936	WT	xAML-WT
SJCBF030_D	AML	3.42856	15.4554	WT	xAML-WT
SJCBF031_D	AML	5.35495	10.1048	WT	xAML-WT
SJCBF034_D	AML	2.1983	6.78863	WT	xAML-WT
SJCBF041_D	AML	0.843589	7.24194	WT	xAML-WT
SJCBF042_D	AML	16.9708	9.15695	WT	xAML-WT
SJCBF044_D	AML	8.38268	13.2958	WT	xAML-WT
SJCBF090_D	AML	5.3413	5.92926	WT	xAML-WT
SJCBF091_D	AML	1.30029	8.35469	WT	xAML-WT
SJCBF094_D	AML	9.3206	12.5282	WT	xAML-WT
SJCBF099_D	AML	9.90681	12.7948	WT	xAML-WT
SJCBF100_D	AML	5.92622	7.80539	WT	xAML-WT
SJCBF101_D	AML	5.76227	8.13737	WT	xAML-WT
SJCBF108_D	AML	14.809	11.4333	WT	xAML-WT
SJCBF110_D	AML	12.5245	12.6108	WT	xAML-WT
SJCBF112_D	AML	4.18173	7.80441	WT	xAML-WT
SJCBF113_D	AML	2.14678	8.44128	WT	xAML-WT
SJCBF117_D	AML	3.28012	6.03705	WT	xAML-WT
SJCBF123_D	AML	1.46877	7.90017	WT	xAML-WT
SJCBF124_D	AML	5.1322	8.90033	WT	xAML-WT
SJCBF125_D	AML	8.11071	11.1292	WT	xAML-WT
SJCBF138_D	AML	8.6174	12.4504	WT	xAML-WT
SJCBF139_D	AML	5.70087	13.3494	WT	xAML-WT
SJCBF141_D	AML	18.0992	17.8826	WT	xAML-WT
SJCBF143_D	AML	3.91122	5.55003	WT	xAML-WT
SJCBF145_D	AML	3.62083	10.9718	WT	xAML-WT
SJCBF149_D	AML	3.55738	7.95942	WT	xAML-WT
SJCBF150_D	AML	9.41502	6.18696	WT	xAML-WT
SJCOGALL010220_D1	BALL	51.377	19.6833	WT	BALL-WT
