geneName,rowMean,rowSD,AnovaP_genetic,FDR_genetic,Rank_genetic,AnovaP_OPP,FDR_OPP,Rank_OPP,Rank_genetic_GSEA,Rank_OPP_GSEA
DENND10,11.8581543369656,0.188679811897291,0.0209011494772851,0.0616279391642564,-1.21022235481607,0.000581068595790013,0.00254856388384074,2.59370447565119,-1.67982982882127,3.23577259563962
POP7,11.852447373857,0.127335841680921,0.000325686774055882,0.00309191732264512,-2.50977212756065,5.67621471859256e-05,0.000398265557304527,3.399827250506,-3.48719987751488,4.24594118450841
TMEM11,12.4114471163964,0.0870677780942539,0.629935824749706,0.734792464599459,-0.133835306094664,0.0883503141187897,0.147231412496465,-0.831999521394899,-0.200703692414224,-1.05379190207329
DSTN,12.1617856931451,0.123800557774892,0.018740380272836,0.0569241987935122,-1.24470307335235,0.0987644338988938,0.161443072089344,0.791980586868093,-1.72722160081651,1.00539942122493
CHURC1,11.8337185661734,0.538777464660518,0.301721449446282,0.436764758837684,-0.359752410733197,1.49776091918471e-05,0.000138822335121209,3.8575406546338,-0.520393814634305,4.8245575055721
TTC9C,12.5902677104049,0.211946306502835,0.0624963423967211,0.136652887786479,-0.864381186243686,0.00737286388144958,0.0192511585638663,1.71554312886959,-1.20414539903037,2.13236378401105
SFXN2,11.8808133041341,0.330405509475226,0.118146593928486,0.22162195267228,0.654387222949795,0.00672813285807542,0.0178674717471951,1.74793689595113,0.92757879421262,2.17210544126494
KIDINS220,14.8605516105432,0.270024516043921,2.30925552164389e-05,0.000519889059845043,3.2840893214372,0.000222119332998737,0.00118463644265993,-2.92641491140242,4.63652800926552,-3.65341363933869
LETMD1,11.9940043443734,0.071214945235095,0.00138371093493301,0.00841034244001885,-2.07518632087476,0.00259467365717123,0.00829826438429138,2.08101273258131,-2.85895462698586,2.58591725739251
LRRC20,11.8440052254702,0.425899526549903,0.679573979055024,0.774316249381794,0.111081626771856,0.00135949858833174,0.00494153202383003,2.30613838582419,0.167763258656976,2.86662123903643
CCDC88B,12.3108279245694,0.22879749530482,0.0342220240591426,0.0864237294191453,-1.06336699663149,0.755025883944537,0.816553577582468,-0.088015314068732,-1.4656943077195,-0.12203815954751
FARS2,11.8413162956266,0.0828066226279268,0.102259012364893,0.198564191873759,-0.70209906739034,0.384113858487682,0.484719601275856,-0.314509417756466,-0.990298406079932,-0.415540023592042
FAM111A,11.8093071456868,0.0608811488441725,0.74369017855706,0.825679368151548,-0.0831885672993064,0.146558295864171,0.221582042594228,-0.654465438520512,-0.128607953925503,-0.833989593492611
