V1	Distance	Burden.avg	Burden.sd	V1	Distance	Burden.avg	Burden.sd
FL	0	0.0357707051741238	0.010180205738582	DHL	0	0.160621552810534	0.151443554560844
FL	200	0.0363453523004684	0.0098932645899722	DHL	200	0.160481172473855	0.15172389947287
FL	400	0.0373192816252298	0.00893805252283064	DHL	400	0.16124246175262	0.150723515256398
FL	600	0.0387477792650494	0.00796713079049896	DHL	600	0.161374256338664	0.150897621535127
FL	800	0.0393211501158166	0.00808241125091109	DHL	800	0.161867183703009	0.151790356080452
FL	1000	0.0393451849911319	0.0078508504047788	DHL	1000	0.161197802052044	0.150800625073956
FL	1200	0.0394166434073392	0.00693739232308737	DHL	1200	0.16080871749347	0.149938175837025
FL	1400	0.0400657301124308	0.00730084967288016	DHL	1400	0.15844746247559	0.147387034515866
FL	1600	0.0399056851227944	0.00622793549573104	DHL	1600	0.157116476932423	0.146159306833596
FL	1800	0.0381624319870975	0.00624424958212851	DHL	1800	0.156781700683272	0.144973151951994
FL	2000	0.0382554467349642	0.0062049850578621	DHL	2000	0.154654777114811	0.142385646067028
FL	2200	0.0376572038539792	0.00684093200385353	DHL	2200	0.151817457320151	0.139724349986256
FL	2400	0.0367232139569644	0.00854467794781598	DHL	2400	0.149255725379635	0.135982970183553
FL	2600	0.0366028454593016	0.00948194500070045	DHL	2600	0.149391044092724	0.13492336170015
FL	2800	0.0362392619065144	0.0106231911902826	DHL	2800	0.147694694515434	0.132565041891773
FL	3000	0.0359355550115267	0.0105931171434318	DHL	3000	0.146392105902817	0.130387724752369
FL	3200	0.0367532537130188	0.0104061388585887	DHL	3200	0.145095728142588	0.128776149054685
FL	3400	0.0382240112425609	0.00968925089876522	DHL	3400	0.143890468720819	0.126426675666726
FL	3600	0.0381534951224733	0.00963689116660639	DHL	3600	0.141738359765565	0.122903860793923
FL	3800	0.0374712875811387	0.01116996917282	DHL	3800	0.137918613179736	0.119194820076833
FL	4000	0.0374747710399038	0.0105755678546926	DHL	4000	0.136066961462376	0.117108901929409
FL	4200	0.0377445320106505	0.00888280471039794	DHL	4200	0.1332636102955	0.11454250040568
FL	4400	0.0381117457201843	0.00866090395345446	DHL	4400	0.132400827405496	0.114654342380306
FL	4600	0.0388994424944294	0.00795559881803568	DHL	4600	0.13083886123213	0.113893616110149
FL	4800	0.039743673510249	0.00853641258283973	DHL	4800	0.128946451586862	0.111575815552998
FL	5000	0.0394859820624108	0.00914515936819939	DHL	5000	0.129196851380148	0.112180672215869
FL	5200	0.0389632985450127	0.0093444248323709	DHL	5200	0.128710234429662	0.110626714372152
FL	5400	0.0379756232974806	0.0107135614779456	DHL	5400	0.129350174751484	0.110312183869734
FL	5600	0.0369159912080576	0.0116366783414353	DHL	5600	0.128403796725819	0.107916372159486
FL	5800	0.036086832792033	0.0110580706282082	DHL	5800	0.126999618420585	0.107594562956839
FL	6000	0.0368254088734808	0.00960248930243476	DHL	6000	0.125906779338479	0.107020687948981
FL	6200	0.0376070284443976	0.00727304846597357	DHL	6200	0.126260686113774	0.106983402611017
FL	6400	0.0373495258477792	0.00784548445131995	DHL	6400	0.123622624516753	0.104485322936778
FL	6600	0.0377365260814632	0.00815463328617649	DHL	6600	0.123149714498816	0.103933628809587
FL	6800	0.0388843372192088	0.00745871769266278	DHL	6800	0.12197662683961	0.101668370863955
FL	7000	0.0396765119502409	0.0072755723422294	DHL	7000	0.119900450428716	0.0984297618129078
FL	7200	0.0402822351467352	0.00747384660305548	DHL	7200	0.120336646319734	0.0985216277694667
FL	7400	0.0397094068064059	0.00857148160726271	DHL	7400	0.120169572125034	0.0996923251784277
FL	7600	0.039686021776413	0.00885768811604412	DHL	7600	0.119624421115659	0.0987257064045123
FL	7800	0.0385279057940644	0.00943006421247736	DHL	7800	0.119754031987776	0.100417776855492
FL	8000	0.0390245472971378	0.00936683351393584	DHL	8000	0.119097418248618	0.101211637914271
FL	8200	0.0387065999044163	0.0104469512529852	DHL	8200	0.119134187995392	0.100930050769059
FL	8400	0.0369814199110006	0.0107829800873024	DHL	8400	0.117465196326987	0.0981570928617097
FL	8600	0.0365163904917331	0.0101458833007385	DHL	8600	0.115784510858793	0.0971002324889589
FL	8800	0.0373895813533367	0.00900818650903613	DHL	8800	0.115120028474168	0.0964569884628919
FL	9000	0.0366252745447167	0.00994495050089488	DHL	9000	0.113784641155892	0.0940572103040207
FL	9200	0.0377808089725236	0.00875439322075534	DHL	9200	0.113612861884908	0.0924582444390216
FL	9400	0.038901289793019	0.00766478342107656	DHL	9400	0.112527639525752	0.0900504518538502
FL	9600	0.0380105791564544	0.00759545302469035	DHL	9600	0.110455212783721	0.0869548682743463
FL	9800	0.0375638974264432	0.0084884987346633	DHL	9800	0.106583095698914	0.0817233364352757
FL	10000	0.0378664442649386	0.00827551815917599	DHL	10000	0.103769859947547	0.0781158687343535
FL	10200	0.0380436665249371	0.00961444940687561	DHL	10200	0.104403359907247	0.0801635703828458
FL	10400	0.0380726547757569	0.0111162343470453	DHL	10400	0.10465382626064	0.0810226389306344
FL	10600	0.038534007797567	0.011578278947794	DHL	10600	0.104604626288166	0.0807498453410481
FL	10800	0.0373699136790828	0.0103282993333892	DHL	10800	0.102492510259648	0.0787457505586595
FL	11000	0.0380280918811041	0.0116181124197909	DHL	11000	0.101374494962431	0.0805573936086255
FL	11200	0.0385552867532846	0.010757177754458	DHL	11200	0.0986433095993429	0.0783782955949288
FL	11400	0.0386644368468398	0.0120367975245431	DHL	11400	0.0937776864160729	0.0733738658385529
FL	11600	0.039199255769004	0.0120561472547922	DHL	11600	0.0923549405777058	0.0734811196332485
FL	11800	0.0383956420143785	0.0131098199649772	DHL	11800	0.0915319475310452	0.0714486961789633
FL	12000	0.0351813986894881	0.0144446857435093	DHL	12000	0.0914502880454677	0.0705713368471732
FL	12200	0.0352687301502408	0.0140096529429878	DHL	12200	0.0915319862827064	0.0695251916390804
FL	12400	0.0372827655920707	0.0123434677834858	DHL	12400	0.0885885187596738	0.0667993521819715
FL	12600	0.0369581970262379	0.0113421422526605	DHL	12600	0.0882785358231302	0.0672083432644595
FL	12800	0.0375546316863226	0.0126762253991628	DHL	12800	0.0871234068132599	0.066163060829727
FL	13000	0.0373087176420263	0.0109036282570904	DHL	13000	0.084304041362449	0.0659948230948783
FL	13200	0.0388849926137982	0.0116979797132031	DHL	13200	0.0828705306099546	0.065113543964664
FL	13400	0.0368596815695882	0.00994247462770859	DHL	13400	0.0785776670153226	0.0629506365424402
FL	13600	0.0379514730715565	0.00942475754923522	DHL	13600	0.0735380263626888	0.0563341500623657
FL	13800	0.0374735694546438	0.00904230986632874	DHL	13800	0.0719245998832114	0.0545649322588307
FL	14000	0.0364353118963477	0.00859428673571078	DHL	14000	0.0718236819023375	0.0530547367408215
FL	14200	0.0335797548515477	0.0092868829520577	DHL	14200	0.0696386229591289	0.0507666241724885
FL	14400	0.034925764987174	0.00925151385077157	DHL	14400	0.0695513006439809	0.0514622725920835
FL	14600	0.0349688437379544	0.00951001246876499	DHL	14600	0.0679781678271829	0.0496171858983895
FL	14800	0.0350808063090467	0.01135827382499	DHL	14800	0.0668914794650671	0.0478045198138737
