V1	Distance	Burden.avg	Burden.sd	V1	Distance	Burden.avg	Burden.sd
FL	0	0.0375496249004332	0.0144675459915564	DHL	0	0.216114391489701	0.214021076077118
FL	200	0.0376669213463972	0.0135305054735556	DHL	200	0.215455718159279	0.212497730893546
FL	400	0.0377679596790859	0.0121180725397419	DHL	400	0.212322498383067	0.206101219404493
FL	600	0.0379666797851213	0.0114958097187065	DHL	600	0.207950062807685	0.199717772900494
FL	800	0.03873999957985	0.0117020480249041	DHL	800	0.204273270476652	0.196418113872699
FL	1000	0.0378565692496236	0.0113995596095508	DHL	1000	0.198095329200882	0.193364706009952
FL	1200	0.0371271414939384	0.0103000508064536	DHL	1200	0.192599003901751	0.189810623299043
FL	1400	0.037414540393576	0.00982320748915615	DHL	1400	0.185280657979128	0.180820543100266
FL	1600	0.0365379366107687	0.00867992240718627	DHL	1600	0.179180734793281	0.172924071507937
FL	1800	0.0363701380444676	0.00971888248620045	DHL	1800	0.173654479305305	0.166566183906588
FL	2000	0.0368832560025991	0.00936800502733283	DHL	2000	0.165281110484965	0.158489588336833
FL	2200	0.0368498021592566	0.00974051016145823	DHL	2200	0.155302962658607	0.148907909908488
FL	2400	0.0358905178106753	0.00961216920726296	DHL	2400	0.144660841258035	0.134779748163084
FL	2600	0.0346676824009311	0.00943373465072403	DHL	2600	0.137880712949693	0.126133730017756
FL	2800	0.0343236102331788	0.00867237866409868	DHL	2800	0.13303860128316	0.120339720601776
FL	3000	0.0317309829497502	0.00973284886451491	DHL	3000	0.129623703104538	0.11540917569564
FL	3200	0.0308368872942053	0.0115762753447145	DHL	3200	0.124067405465536	0.110433098127998
FL	3400	0.0304129019831916	0.0110573891915802	DHL	3400	0.116455554418599	0.10116878069839
FL	3600	0.0304918706702308	0.0111736643203333	DHL	3600	0.11227372674718	0.0986011954264812
FL	3800	0.0295344118810688	0.0117969869520939	DHL	3800	0.108581899948022	0.0949316526800833
FL	4000	0.0297289435113042	0.0109441390440946	DHL	4000	0.103244152658643	0.0903693992888217
FL	4200	0.029774134315629	0.0106676375119165	DHL	4200	0.100568529639365	0.0877752529766414
FL	4400	0.0304917359325278	0.00827627823321943	DHL	4400	0.096124728246111	0.0839714174249668
FL	4600	0.0314997805677578	0.00973112119838894	DHL	4600	0.092743208376772	0.0806227193148936
FL	4800	0.0323389633752222	0.00921968945202631	DHL	4800	0.0906618167859234	0.0776159606815744
FL	5000	0.0326861772066466	0.0101442982646184	DHL	5000	0.0903926835117586	0.076754084405906
FL	5200	0.0332463909838703	0.0112766045772464	DHL	5200	0.0898426845209301	0.0768463239070602
FL	5400	0.0335320480208291	0.010346373329788	DHL	5400	0.0899420867457479	0.0770446580737237
FL	5600	0.0335148056424044	0.00981452829927408	DHL	5600	0.0904008082709981	0.0770231864735228
FL	5800	0.0354639652357203	0.00825762536255411	DHL	5800	0.0885122395269975	0.0749450092371402
FL	6000	0.0348753724128969	0.00916911653127696	DHL	6000	0.0874432962789538	0.0736835816538773
FL	6200	0.0346534839025276	0.00890411546338654	DHL	6200	0.0855295201888878	0.0729515542088531
FL	6400	0.0350626775518743	0.00870868330417577	DHL	6400	0.0862955653625272	0.0742675632940445
FL	6600	0.0348192788760681	0.00800116884120794	DHL	6600	0.0853357607300771	0.0724935563463099
FL	6800	0.0363090817219863	0.00825337295800109	DHL	6800	0.0845699267571443	0.0717183725711743
FL	7000	0.0363768051321622	0.00836072824217072	DHL	7000	0.0836140681551402	0.0701031228309744
FL	7200	0.0370049416091578	0.00792068843692895	DHL	7200	0.0825207187580863	0.0696008875146737
FL	7400	0.0351335855997826	0.00888919497782356	DHL	7400	0.0814970520602766	0.0688531494936495
FL	7600	0.0354857147463268	0.00920390547803821	DHL	7600	0.0805081773264177	0.0691729715570316
FL	7800	0.0348802531929678	0.00994127538081189	DHL	7800	0.0777178149440701	0.0642929681431187
FL	8000	0.0355571473642545	0.00910828618628635	DHL	8000	0.07210903512478	0.0576804416338942
FL	8200	0.0342134105727459	0.0106963126275064	DHL	8200	0.0686759599709885	0.0541189438390822
FL	8400	0.0351586350792348	0.00999557814715843	DHL	8400	0.0636938293971912	0.0487938306749454
FL	8600	0.0348446586298969	0.0109527290658182	DHL	8600	0.0593952122503656	0.0445464207858388
FL	8800	0.0343966903395934	0.0105139283654206	DHL	8800	0.05816587059079	0.0427512261746086
FL	9000	0.0342910851459601	0.0115260475273437	DHL	9000	0.0563539338817435	0.0413579126234362
FL	9200	0.0338930163526144	0.0115602828411084	DHL	9200	0.0551908518741663	0.0387141491811349
FL	9400	0.0337486294756137	0.0121113509302771	DHL	9400	0.0527867640745845	0.0376573856873182
FL	9600	0.0316879844311388	0.0125111868919065	DHL	9600	0.0481320965549227	0.0353596748659411
FL	9800	0.0328410866223553	0.0116736515349833	DHL	9800	0.0435867464981539	0.0310771872682496
FL	10000	0.0328659179001774	0.0112702723449304	DHL	10000	0.0395028662691538	0.0244675542321998
FL	10200	0.0332863663625767	0.0111086903577639	DHL	10200	0.0381394455064097	0.0211384104820818
FL	10400	0.0319853348030908	0.00969552010658499	DHL	10400	0.0384743586923791	0.0191595279526559
FL	10600	0.0308417643684753	0.0103765411813772	DHL	10600	0.0366558661275088	0.0177285977931726
FL	10800	0.0311070998842121	0.0109058633139218	DHL	10800	0.0347122187260173	0.0175084478608774
FL	11000	0.0326905472802239	0.00981924150055507	DHL	11000	0.0334717068469361	0.0161637199708418
FL	11200	0.0316792847402098	0.0111572791112942	DHL	11200	0.0335416813806008	0.0165289487599083
FL	11400	0.0321016233954996	0.0117459809154724	DHL	11400	0.0332560259125942	0.014871989603547
FL	11600	0.0312039197662605	0.0129946269821865	DHL	11600	0.0337060946980924	0.0164125501014888
FL	11800	0.0309376974943039	0.0112363439455773	DHL	11800	0.0332012227957487	0.0163717168397564
FL	12000	0.0308902300904444	0.0107995273496034	DHL	12000	0.0309295143525494	0.0148516578378548
FL	12200	0.0307576694379812	0.0115340265107445	DHL	12200	0.0305040608355025	0.0134376576576096
FL	12400	0.0290116328829392	0.0116614766467589	DHL	12400	0.0323797064607756	0.0140139128317571
FL	12600	0.0280396993474089	0.0123824099562738	DHL	12600	0.0318573802544219	0.0137688469705042
FL	12800	0.0287255229832424	0.0131149124400588	DHL	12800	0.0308990644699445	0.0139418335856663
FL	13000	0.028498887275748	0.0133348081029528	DHL	13000	0.0304478255635803	0.0127572036241111
FL	13200	0.030830907164679	0.0129918229879611	DHL	13200	0.0305816540780714	0.0132377714521248
FL	13400	0.030717347522595	0.0125328393041756	DHL	13400	0.0313048950312708	0.0136234474831713
FL	13600	0.029980051822927	0.011100995425564	DHL	13600	0.0311300594917934	0.0131874424006675
FL	13800	0.0306574927806675	0.0107074237726641	DHL	13800	0.0324574719180461	0.0145369738589157
FL	14000	0.0310263780969556	0.0112144077888972	DHL	14000	0.0325701832164668	0.0164859180071748
FL	14200	0.031944235991706	0.0103768933192773	DHL	14200	0.0325255104494893	0.0184840991038987
FL	14400	0.0308745259210547	0.010609464391939	DHL	14400	0.0313058703279596	0.015582759996786
FL	14600	0.0303179219180971	0.00979785616382578	DHL	14600	0.031848928806115	0.0141108972220691
FL	14800	0.0305037835178421	0.00995262343413277	DHL	14800	0.0306121022692508	0.0122315040302252
FL	15000	0.0312086267383236	0.0104106430751815	DHL	15000	0.0311569224115959	0.013029466328935
FL	15200	0.0311779201520015	0.0127057508485481	DHL	15200	0.0308847478683366	0.0131531434972304
FL	15400	0.0313616660221233	0.0132427318947115	DHL	15400	0.0319944560870057	0.013087911759423
FL	15600	0.0300448114286452	0.0125754360671855	DHL	15600	0.0316340038624373	0.0140169145196959
FL	15800	0.0289258533166571	0.0143042606695516	DHL	15800	0.0322688145987972	0.0166807573296203
FL	16000	0.0291707700205864	0.0144124314754876	DHL	16000	0.0330235071684251	0.0144236507825464
FL	16200	0.0279168998397797	0.0158915993256825	DHL	16200	0.0314276769043502	0.0126740574958639
FL	16400	0.0274241104883692	0.015738617768613	DHL	16400	0.0307832974709481	0.0109303639406802
FL	16600	0.0292020738576328	0.0144375633099852	DHL	16600	0.0310276851699911	0.0108542070077567
FL	16800	0.0286270421085282	0.0131487293043561	DHL	16800	0.0314454422867075	0.0137236639934915
FL	17000	0.0282517813371203	0.0126183493521302	DHL	17000	0.0311220104910121	0.0138747337408046
FL	17200	0.0280812877238371	0.0130668832564114	DHL	17200	0.0311191089961744	0.013855765700181
FL	17400	0.028252268448631	0.0126613029380729	DHL	17400	0.0321089258425104	0.0132459258412211
FL	17600	0.0288312990145279	0.0128747934546875	DHL	17600	0.0328682151024326	0.0140737064580764
FL	17800	0.0296227639688169	0.01323227529734	DHL	17800	0.0328667362999195	0.0143193001767412
FL	18000	0.0300492188868165	0.0143318525695719	DHL	18000	0.0328251999033505	0.0131584978508088
FL	18200	0.0296976833802854	0.016421573000043	DHL	18200	0.0314738761624067	0.0145884870254939
FL	18400	0.0295290846165441	0.016316446072973	DHL	18400	0.031118246816109	0.0133624530865082
FL	18600	0.0309178352574932	0.0174935280702015	DHL	18600	0.0313120269165337	0.0134085424993948
FL	18800	0.031430531215388	0.0171174124252435	DHL	18800	0.030627670482782	0.014961562942494
FL	19000	0.0314886292409021	0.0174610257086915	DHL	19000	0.0303218356387075	0.0145296858442611
FL	19200	0.0311465562118127	0.0174441581893518	DHL	19200	0.0306077810657871	0.0112544968828119
FL	19400	0.0323404105313471	0.0141328078597021	DHL	19400	0.0302842207087661	0.00857967135461869
FL	19600	0.0340869886905075	0.0152616002566622	DHL	19600	0.0295537528640894	0.00798769476716362
FL	19800	0.0339638096920096	0.0154622744210918	DHL	19800	0.0307872992946509	0.00943867125673012
FL	20000	0.0354146992922887	0.0155170164694137	DHL	20000	0.0311687535441332	0.0106413447774853
