V1	Distance	Burden.avg	Burden.sd	V1	Distance	Burden.avg	Burden.sd
FL	0	0.0304879982105509	0.0107858578621114	DHL	0	0.0909382429033535	0.0818567140899835
FL	200	0.0296314451943387	0.0103917366889135	DHL	200	0.090140639970279	0.0809601401709727
FL	400	0.0292329041449469	0.00986342516292865	DHL	400	0.0892318409601964	0.0791408628280394
FL	600	0.0286103226088317	0.00914749351622736	DHL	600	0.0904490707278858	0.0801728653910322
FL	800	0.02864287328745	0.00877453914679944	DHL	800	0.0926292900632645	0.0831488967064412
FL	1000	0.0295355442637706	0.00774103243656861	DHL	1000	0.0958849835085506	0.0864821705403604
FL	1200	0.0298901271378338	0.00799638898457479	DHL	1200	0.0968739137825792	0.0868041454586751
FL	1400	0.0306884826534848	0.00749294864100872	DHL	1400	0.100194515879619	0.0902111586981361
FL	1600	0.0330118468778764	0.00636845371151499	DHL	1600	0.101938315781086	0.0911425244720329
FL	1800	0.0330349291423465	0.00605229531750457	DHL	1800	0.103260140224098	0.0929885409894806
FL	2000	0.0329703161325143	0.00626993023705956	DHL	2000	0.103366176966286	0.0928778240499368
FL	2200	0.0336353401496055	0.00667061386487406	DHL	2200	0.101743810249235	0.0908208753727897
FL	2400	0.0338590462814858	0.00730672557611742	DHL	2400	0.101763767695066	0.0898081782706033
FL	2600	0.0338547498624238	0.00795158739386843	DHL	2600	0.100950478875678	0.0858580090359773
FL	2800	0.0337227432027119	0.00915404476497856	DHL	2800	0.0987009617068599	0.0819120586129765
FL	3000	0.0343104747559975	0.00907250689554827	DHL	3000	0.0985123396343773	0.0812195841131666
FL	3200	0.0345461860865385	0.00885451046383011	DHL	3200	0.0998337924109645	0.082607131705899
FL	3400	0.0350512432457296	0.00827197110530286	DHL	3400	0.0994743607101527	0.0813993593340708
FL	3600	0.0358137614093154	0.00789559329225885	DHL	3600	0.0993840041607146	0.0803970661113102
FL	3800	0.0366835996514736	0.00647903679992244	DHL	3800	0.0977112163645334	0.079438383914833
FL	4000	0.0357935887196265	0.00794621175596798	DHL	4000	0.0968350534932918	0.0784803890436464
FL	4200	0.0363566501205939	0.00787973629910329	DHL	4200	0.095208066631059	0.0768229598162659
FL	4400	0.0365677765816888	0.00879473896308673	DHL	4400	0.0937671589455736	0.073688084899928
FL	4600	0.0367555220617363	0.00911283422320186	DHL	4600	0.0939118722307014	0.0749653800118674
FL	4800	0.0361605792053396	0.0095917352746806	DHL	4800	0.0914566745738769	0.0722448252863385
FL	5000	0.0361699457665462	0.00967829270927509	DHL	5000	0.0892010381140577	0.0707596636169572
