geneName,AnovaP_genetic,FDR_genetic,Rank_genetic,AnovaP_OPP,FDR_OPP,Rank_OPP,Rank_genetic_GSEA,Rank_OPP_GSEA
LCP1,0.00909935416586853,0.0227594551885957,1.64283813820924,0.789992485844851,0.840742898922178,-0.0753367921333831,2.04098943099242,-0.102377039559733
AARS1,0.255656955000663,0.344089224588481,-0.463328927422768,0.000440007424056714,0.00178678581352152,-2.74792750433865,-0.592342388044725,-3.3565399957873
CHD4,0.00453127913356714,0.0127879845539523,-1.89319789696536,1.51159355872484e-05,0.000127161880390273,-3.89564305863489,-2.34377918380757,-4.82056496738761
PTPRC,2.07216552972463e-09,3.18239768860275e-07,6.49724554965058,6.02015078065343e-07,1.12522090954759e-05,-4.94876220610445,8.68357555502014,-6.22039263126947
NUMA1,5.08161363703459e-07,1.16604884349812e-05,4.93328325745228,0.0165461188837603,0.035510250965565,1.44964625834961,6.29399835811339,1.78130385959431
VPS13C,2.87043362739129e-07,7.84788768339959e-06,5.10524722107521,6.57442471587703e-05,0.000399911751948023,-3.39803583334788,6.5420524908068,-4.18214224339347
ATP5F1B,4.87450459865703e-09,5.33084119938237e-07,6.27320425449608,1.68799920236475e-09,2.28324102635653e-07,-6.6414482405503,8.31206951555563,-8.77262776292877
HSPH1,2.95200978817456e-05,0.000240008477749388,-3.61977341756026,7.89299177219491e-05,0.000457902186968237,-3.33922728225092,-4.5298822068276,-4.10275834991125
ACLY,0.000642550724970317,0.00266777926199308,2.5738501077631,0.00657730048693176,0.0164352574150847,-1.78422348944817,3.19209258207427,-2.18195231674872
PLCG2,3.33301823703275e-05,0.000264786920221768,3.57710347170896,1.35802414463976e-05,0.000115375935594188,-3.93788476421742,4.47716231003553,-4.86709250856023
SF3B3,2.83945804882319e-09,3.7422600951157e-07,6.42686603138758,7.15546540932612e-10,1.18642232915923e-07,-6.92576068822766,8.54676454335636,-9.14536211338867
EFTUD2,0.943909257795506,0.957697115094533,0.0187718208189179,0.000799052127110872,0.00291079229861792,-2.53598878280657,0.0250697543596644,-3.0974248880475
CKAP5,4.2667021254461e-06,5.52414330599318e-05,4.25773506358457,0.048717251315739,0.0872801226081905,1.05908465233696,5.36990767581674,1.31231722308623
PKM,0.00931601502657576,0.0230879060928638,1.63661545268483,0.000144186582783961,0.000737324884558299,-3.132341108503,2.03076981962709,-3.84107515080934
PFAS,0.000204463177593856,0.00108952719781633,-2.96276192400963,0.000149996947364557,0.000759176945549933,-3.11965698890067,-3.68938489405134,-3.82391757931911
HSPA4,0.204419816994171,0.287621316554065,0.541178930115521,0.000137759054953181,0.000713791877479183,-3.14642839836136,0.689477004848289,-3.86087984520246
GART,2.67295060648965e-05,0.000220883699635961,-3.6558363322017,0.00122321396879438,0.00416931021193841,-2.37993579057267,-4.57300906650616,-2.91249756803419
CCT3,0.602555407548168,0.681737793263831,0.166382629500188,0.00329853448257899,0.00929318156153319,-2.03183557792571,0.220003011680838,-2.48167897148485
IARS1,0.00413134580613225,0.011997241493514,-1.92091859910756,8.83222045959758e-06,8.39142572316665e-05,-4.07616424523797,-2.38390845174103,-5.05393009912668
HNRNPM,3.63423109622705e-05,0.000282601328814025,-3.54882580039531,0.0370330465989721,0.0691929696542045,-1.15993802975555,-4.43958745990495,-1.43141055836114
CAND1,5.28232504247918e-08,2.79908770292196e-06,5.55298349371021,0.000125532550258862,0.000662461302187422,-3.17883948605127,7.27717487843924,-3.90124364816793
XPO1,0.000141230231945216,0.000813472827785415,3.08965694910689,0.844562049658238,0.884971954424596,-0.0530704922757748,3.85007232763537,-0.0733684374674792
HSPA8,0.130535618324511,0.200884155146104,-0.697054317129258,1.87654204945804e-07,5.13054581607146e-06,-5.28983642976178,-0.884270969312969,-6.72664169949338
MTHFD1,4.56251689987117e-05,0.000337429307414933,-3.47181719947119,3.01154125588197e-06,3.65941419745469e-05,-4.43658843132007,-4.34079551387636,-5.5212111829403
DOCK2,0.133898693774029,0.204772176732672,-0.688729053127601,0.0128646026623195,0.0288247853898527,-1.54023391748859,-0.8732236596534,-1.89060362291861
COPA,0.489013186220579,0.577822477511213,0.238205567944895,0.0342673854334741,0.0650264830781398,-1.18690973393705,0.310679429985534,-1.46511903053168
INPP5D,0.177027621968136,0.254666100452342,0.594028861735713,0.48247823169645,0.570756757403856,0.243548938031623,0.751958964528549,0.316522276242214
CCT2,0.00112953100781874,0.00420808642499822,2.37591534929291,0.392459848043672,0.483056422161033,0.316002139637547,2.94710184235342,0.406204768638617
TUBB,0.641570394759847,0.716127508171851,0.14500964366251,2.7583525736215e-07,6.70621654982584e-06,-5.17352242691734,0.192755684762985,-6.55935022293468
UGGT1,9.91304763160079e-09,8.69622057035642e-07,6.06066945336589,0.000129423939363382,0.000678972360783337,-3.16814790436986,8.00379280705766,-3.88798538539975
CCT8,0.0781456287718327,0.131475062929073,0.881156612644244,0.338076052136507,0.42938248282225,-0.367155677107069,1.10709531007431,-0.470985591710778
ATIC,0.996323249437766,0.99708139888077,0.00126938567858348,0.000590313457697427,0.00226472959369774,-2.64498364485447,0.00159973519964888,-3.22891731581809
GANAB,3.82501322302837e-07,9.50601056012941e-06,5.02200170758772,0.0296912689874289,0.0577205456109624,-1.23866957233408,6.41736705915655,-1.52737124051576
GAPDH,0.0280054147052459,0.056395207078774,1.24875780430905,4.1075418713986e-07,8.56743591088795e-06,-5.06714913564648,1.55275799189842,-6.38641800076577
TOP2B,2.13570328077419e-05,0.000186394063641561,-3.72956792335954,3.17271739801281e-06,3.81914928004353e-05,-4.41803336591783,-4.67045908519859,-5.49856860988808
LARS1,0.0190648350966957,0.0412256005035826,-1.38483300958295,0.000219171772108839,0.00102693063686366,-2.988458889455,-1.71976694685005,-3.65921538087556
TOP2A,2.15712876386054e-07,6.49562827191259e-06,-5.18737883661116,0.37156569031677,0.462174466384488,-0.335194051532445,-6.6661239301107,-0.429964394769956
ATP1A1,4.20896587683529e-08,2.43079602325094e-06,5.61425148282397,0.000126500115359321,0.000666199378019376,-3.17639577711299,7.37582459517434,-3.89790907844157
IPO5,0.0339667379937019,0.0660071959499539,1.18040871610962,0.178712962395254,0.254808495620418,-0.593786096197129,1.46894615873369,-0.747843946136957
TCP1,0.000198163913083965,0.00106321765475113,2.97337782053661,1.04843870378991e-06,1.67359470108079e-05,-4.77634970786959,3.70297543045334,-5.97945695516904
HYOU1,0.547015064589982,0.631554261100262,0.199589330327859,9.31089716148304e-05,0.000519630959935101,-3.28430498129336,0.262000713194518,-4.03100847009179
MSN,0.0109544336944578,0.0262375532103975,1.58107666764885,0.589646035892482,0.67045140540102,0.173632694517819,1.9604100690142,0.229408616815245
MACF1,0.000170123474206796,0.000942278725671262,3.02582061406901,0.000322082981671801,0.00137958877149422,2.86025034902337,3.76923575684542,3.49203222197102
TPP2,1.82811560432051e-08,1.38184032444227e-06,5.85954213801829,0.404259284240907,0.494500885530286,0.30583292635078,7.73799634430733,0.393339997276122
EIF4A1,2.95872998857187e-08,1.96660056911044e-06,-5.7062838394943,1.26263251386587e-05,0.000109074472626396,-3.96227687814403,-7.52889466641215,-4.89872303141075
PDIA4,6.99420430643871e-07,1.46139065589817e-05,4.83523367385192,0.239419403688687,0.324615071210722,0.488631320641313,6.15526168574382,0.620840655210154
ANXA6,0.000880007006030834,0.00343710943084992,-2.46380664055474,0.00175476652401987,0.00557792203677311,2.25352756020906,-3.05551387027208,2.75578065929794
NUP205,0.0655984208182336,0.114142140489411,-0.942553987455332,2.02342229661978e-05,0.000158762699941783,-3.79925152402635,-1.18310661547468,-4.69391346871111
MCM4,2.95330365600296e-06,4.12584982493393e-05,-4.3844865837767,0.000251378393066596,0.00113739871510766,-2.94408726669574,-5.52969189697445,-3.59967205431602
HSPA9,0.00916268273915412,0.0228622278054622,-1.64088145213508,0.00371672938428508,0.0102215029615973,-1.99048524119372,-2.0379773507612,-2.42983905881016
HSPA1B,0.000472081059224572,0.00208661942155237,-2.68055675466804,1.76597289046661e-08,1.0310170394084e-06,-5.98673415716082,-3.32598342392644,-7.75301596758242
CSE1L,1.0710106993893e-05,0.000112576584761984,-3.94855193067602,0.771082525442086,0.825707542261152,-0.0831737484094903,-4.97020619054768,-0.11289913890607
TKT,0.0556737983863556,0.0998956334520885,1.00045349484818,0.049630773256893,0.0886386985894476,-1.05237662896459,1.2543491476178,-1.30424895835928
KPNB1,0.0855706970974063,0.141835982934753,0.84821357728006,0.338655845753743,0.430012610467945,0.366518808196371,1.06767493003801,0.470241423359904
HSPA5,0.156762501053301,0.231606569535488,0.635249125978511,1.97196756808789e-09,2.53397832499294e-07,-6.59619710428139,0.804757816226198,-8.70510023194871
UPF1,0.0215600675907042,0.0455841507591804,-1.34118613177229,0.298815871435992,0.388445518255184,-0.410669884920636,-1.66634988197213,-0.524596338938258
GARS1,0.412999130212892,0.505673065577481,-0.296130178229425,9.97753148775693e-07,1.63448882211463e-05,-4.78661804511147,-0.384050862978319,-6.00097689296639
EEF1A1,4.51386517484996e-08,2.52187684768792e-06,-5.59827612540587,1.09061799935765e-05,9.83469564333043e-05,-4.0072390757515,-7.34545141705559,-4.96232733907428
NASP,0.695286906497305,0.76379027557088,-0.117025875280312,2.4287171206252e-05,0.000180921826087153,-3.74250903746618,-0.157835949083408,-4.6146230657242
FLNB,0.551959196683986,0.636021934130997,-0.196527906823601,0.159723383025902,0.232587326185333,0.633413953914253,-0.258093026093206,0.796631499792991
WDFY4,0.345930975163241,0.439303170444844,0.357235662426161,0.165310972340137,0.239082566516519,-0.621452090725343,0.461010548884214,-0.781698319637094
PSMD2,9.19987353444048e-05,0.000591091874587801,-3.22834501061548,1.30151235606608e-05,0.000111496225169661,-3.95273983589598,-4.03621814261881,-4.88555170450761
ILF3,7.49984072600176e-07,1.54196725326596e-05,4.81192484929213,0.954070699985646,0.970113431835058,-0.0131774822905959,6.12494795961537,-0.0204194413588518
NUP210,0.00055519938417383,0.0023702033510411,2.62521439219813,0.669209300279736,0.74164204472571,-0.12980565740351,3.2555510242716,-0.174438032096817
CCT4,0.0452789687744957,0.0839285609451526,1.0760902233177,0.139772460482873,0.208906788857799,0.68004744649373,1.34410347273511,0.854578389666993
ACACA,0.851903136255167,0.890482241658726,0.0503747369829091,0.000179287375170956,0.000880993912791623,-3.05502709232591,0.0696097829109714,-3.74645029095443
DOCK8,0.00320580383582507,0.00986696509948555,2.00581640794116,0.0098019784623437,0.0229114003167106,1.63994836645289,2.49406305578885,2.00868625608737
VARS1,0.842330540365537,0.883227045589323,-0.053927640735386,0.000227987331584425,0.00105382633484168,-2.97723095272326,-0.0745174528146027,-3.6420892844725
CNOT1,0.00263062600382251,0.00835980739263132,-2.07780372845584,0.00369201939470188,0.0101753242299022,-1.99245174337901,-2.57994089118512,-2.43273602622958
COPB1,0.0241740022103826,0.0499703135921213,1.30128792510413,5.58395117572898e-05,0.000353902700903168,-3.45111612291528,1.61665144251767,-4.2530583876994
CCT5,0.34402230918994,0.437258820285928,0.359261421270962,0.24510740575644,0.330583066278694,-0.480719396409078,0.463413393347274,-0.610643566632186
EIF3A,0.276314616781265,0.366234432763203,-0.436240826456877,1.20429970519777e-05,0.000105633114073661,-3.97619991698122,-0.558596140709466,-4.9192654199584
TRIM28,0.000989012082212558,0.00378238251679505,-2.42223455255792,4.06762346872926e-06,4.61536084531312e-05,-4.33579433862464,-3.00479840283539,-5.39065925560709
MCM2,2.50549155470795e-10,1.26573996722142e-07,-6.8976555063252,0.00116738493074316,0.00402979082875746,-2.39471749586236,-9.60110705680094,-2.93278591710546
SORL1,0.360162570643461,0.454179492911528,0.342772478915104,0.766108427386531,0.822258784039835,-0.0849914783322006,0.443501422575991,-0.115709760284869
ACO2,1.05721982526067e-09,2.26421245909994e-07,6.64508282417741,2.6772137835218e-06,3.36451805557507e-05,-4.4730771367281,8.97583470146108,-5.57231694771603
TUBB3,0.000535035212402171,0.00230132300564616,-2.63802242099902,0.0960418939805967,0.152503965109752,-0.816718864494908,-3.27161763471014,-1.01753928408761
DIAPH1,1.95856044950855e-08,1.45898561021362e-06,5.83594899147573,1.70485351276101e-07,4.81480607450086e-06,-5.31742120022589,7.70806301973375,-6.76831293123609
EZR,0.000970010211968554,0.00372078543993908,2.42936537296076,0.000144309111647013,0.000737324884558299,3.132341108503,3.01322369359123,3.84070624677837
MCM6,5.17308317236137e-10,1.47720263921875e-07,-6.83055992509558,0.00252324871226576,0.0074838421125482,-2.12587538343451,-9.28625053898755,-2.59803993971586
PFKP,0.00030342972439642,0.00147972370341328,2.82981936925709,0.0525168348195192,0.0929213531746398,-1.03188447437761,3.51794187737584,-1.27970145664654
MARS1,0.156237092533131,0.23089668074189,-0.636582310243684,2.75712486846657e-07,6.70621654982584e-06,-5.17352242691734,-0.806215851572266,-6.55954356452246
PGK1,1.87147053802614e-07,6.0882016237053e-06,5.21551097341674,6.50748292908938e-08,2.37223136563968e-06,-5.62484295615075,6.72781700545759,-7.18658696249064
SMC2,0.0180259208928455,0.0393933815430382,-1.40457673758517,0.01121790045917,0.0256837453719973,-1.59034164431872,-1.74410253917635,-1.95008841797465
ECPAS,0.170473050551676,0.24724364555181,0.606874861458782,3.04725416441446e-07,7.08727891633047e-06,-5.14952047545922,0.768344267239044,-6.51609132076938
HTT,0.170569668638676,0.247313990635485,0.606751314759108,0.00474122724306253,0.0125359609204431,1.90184237040532,0.768098194235298,2.32410922881034
SMC4,1.71491521124308e-08,1.31562152026708e-06,-5.88086903116323,2.26385222480945e-05,0.000170869316233782,-3.76733591847743,-7.76575734745768,-4.64515192555992
TUBA1A,0.0410364790839798,0.0773194657227479,1.11171115560655,0.000237261075494868,0.00108766619890935,-2.96350436770267,1.38682990861738,-3.6247735052904
DHX15,2.12175889040429e-07,6.49157184326074e-06,-5.1876501321362,0.000243616772295988,0.00110715314730449,-2.95579230104633,-6.67330396940561,-3.61329281511615
KRT2,5.62701463613194e-07,1.27403985142732e-05,4.89481698724062,4.97377675592652e-10,9.22063200203035e-08,-7.03523931044447,6.24972195522399,-9.30331371159625
XRCC5,0.000174328777248424,0.000956296600914515,-3.01940738788863,0.0367623562008104,0.068762194640526,-1.16265027065485,-3.75863091599612,-1.43459666126261
SND1,1.0441239075533e-07,4.03518562768717e-06,-5.3941364819516,0.00391419262798226,0.0106513018087545,-1.97259730923864,-6.98124795997979,-2.40735780534863
EIF4G1,0.00067364233728812,0.00277001729092875,-2.55751751998555,0.124182558547855,0.189349851953715,0.72273503010328,-3.17157062597277,0.905939396577584
SMC3,1.94021383244939e-05,0.000174653224146933,-3.75782339275581,1.20000012454165e-06,1.84670677848625e-05,-4.73360205669554,-4.71215040350524,-5.92081870887925
HSP90B1,4.11302879784217e-06,5.37938117580376e-05,4.26926768109778,0.000211237887887241,0.00100070298962251,-2.9996948027488,5.38583824971763,-3.67522818355952
MATR3,2.93526718682855e-05,0.000239480529211091,-3.62072979080862,0.00082634345756776,0.00299534934548539,-2.52355251886104,-4.53235236035031,-3.08283940700927
DNMT1,1.49762499448123e-09,2.90564773809385e-07,-6.53675703789592,2.56110210203322e-05,0.000187789797495731,-3.72632800638124,-8.82459692042575,-4.59157310740985
SMC1A,3.82717653787964e-08,2.28632636450147e-06,-5.64086177560946,2.90936449946103e-05,0.000207408232000412,-3.68317401052458,-7.41712150441813,-4.53620186480043
KRT1,0.00704070178543878,0.0183608357063193,1.73610755546685,0.000161008656776517,0.000805827162445274,-3.09375809770555,2.15238405018269,-3.79315077310354
KRT9,2.89202897860123e-06,4.09504929752351e-05,4.38774086569512,6.64131417960799e-09,5.59612375134181e-07,-6.25211269018975,5.53879735965429,-8.17774597417426
HNRNPL,4.25396955814067e-07,1.02174782845061e-05,-4.99065627663366,0.0002467349086094,0.00111934459863399,-2.95103619207193,-6.37120562227975,-3.6077694012038
DDB1,7.12599089869348e-07,1.47691908142276e-05,4.83064329849595,0.000228996243258607,0.0010546959590943,-2.97687271791897,6.14715473666501,-3.64017164231269
XRCC6,3.095752647771e-07,8.28294770097494e-06,-5.08181508079364,0.0126853724619371,0.0284977335901909,-1.54518967783054,-6.50923374695543,-1.89669677670483
POLR1A,3.44752962682544e-05,0.00027178377732949,3.56577646970268,6.74937804053194e-08,2.43128500781923e-06,-5.61416412792425,4.46249199296603,-7.17073624583714
MCM5,4.85528936414047e-13,2.4956187331682e-09,-8.60282176303164,9.85942190637351e-05,0.000543617331106335,-3.26470670594274,-12.3137848820269,-4.00614854857118
NPEPPS,0.000118475871904733,0.000712240914140734,3.14737308222708,0.00692553950537445,0.0171718635106728,-1.76518257213746,3.92637008649418,-2.15954638903888
CALR,0.983912403163731,0.987340477170097,0.00553305821408594,0.00852708736142702,0.0204618249475886,-1.68905563507533,0.00704356469470784,-2.06919928757477
GDI2,0.0107268551969566,0.0258490556551134,1.58755531838299,0.207175404016322,0.288273301744423,0.540195577667237,1.96952758192883,0.68366180555829
TUBA1C,0.0546450477977287,0.0982769579007437,-1.00754829528687,1.84361713080272e-07,5.06748238092299e-06,-5.29520775262631,-1.26244918982719,-6.73432926508509
EIF5B,3.66238782086634e-08,2.21466745873564e-06,-5.6546914756162,0.00190750585039412,0.00598205007384123,-2.22314995594831,-7.43623566889718,-2.71953412137309
CCT7,1.08387861888629e-05,0.000113465093708259,3.94513772385845,0.00196268444061165,0.00612519612917056,-2.21288000060379,4.96501935073076,-2.70714952042931
GTF2I,0.321993856309185,0.414799103115091,-0.382162191320094,0.00214931936748112,0.00662213519773291,-2.17900195692282,-0.492152414628622,-2.66769904787312
USP7,2.93720387691586e-06,4.12584982493393e-05,4.3844865837767,0.013096563764427,0.0292807036751434,-1.53341849050437,5.5320659072237,-1.88284263823036
LRBA,0.011194978322416,0.0266769534433094,1.57386376914481,9.66135104190635e-07,1.60191433404512e-05,-4.79536071250039,1.95097674303754,-6.01496213766139
NCAPD2,0.00014010705574622,0.000812810684577393,-3.09001059612499,0.011389472837691,0.0259494194972214,1.58587235311315,-3.85353999323321,1.94349637679712
DPYSL2,0.210424400263027,0.2943078686672,0.531198126371129,0.0202882394945812,0.0421509907041825,-1.37519221339266,0.676903901946191,-1.69275563709483
IMPDH2,0.00101420293771664,0.00386554834427308,-2.4127888908788,0.0632923632523045,0.108224466772071,-0.965674545302449,-2.99387513581903,-1.19864868804684
UBA6,0.00537608653391379,0.0147219418137011,1.83203490308573,0.0320388399181913,0.0615164875530457,-1.2110084696936,2.26953374945966,-1.49432321750195
ENO1,0.000184824558757596,0.00100316603169382,2.99862718195365,0.000633439904255272,0.00240088293419779,2.61962901539961,3.73324032194565,3.19829458123567
CCT6A,2.05465929825366e-06,3.16422296783821e-05,4.49973292141646,1.28142705877175e-06,1.92647061126748e-05,-4.7152376118582,5.68726018213605,-5.89230610963151
BAZ1B,8.44801439571685e-07,1.68984520452758e-05,-4.77215307639136,0.0109155303010424,0.0250920508709115,-1.60046384065751,-6.0732453547564,-1.9619551604384
SHMT2,1.4162629400803e-06,2.40250544950916e-05,4.61933561856511,5.05146276583872e-08,2.01275338111713e-06,5.69620943513688,5.84885610905808,7.2965828438329
MCM3,1.25998363242262e-10,1.09670426664411e-07,-6.95991046693735,0.82577983467299,0.870668379532137,-0.0601472277284673,-9.89963509646554,-0.0831357266891873
TUBA4A,0.121742068423282,0.189507641337271,-0.72237327369747,2.35419520116928e-06,3.01759684139903e-05,-4.52033878353042,-0.914559323765971,-5.62815752990551
SUPT6H,1.04307799223465e-06,1.97111061767872e-05,-4.70528900266148,5.95995506247363e-06,6.17624375425695e-05,-4.20927557228376,-5.98168321762256,-5.22475701478884
AGL,0.0103635777192835,0.0251623056648203,-1.59924956626214,0.000841036217352149,0.00303402807670592,-2.51798040459674,-1.98449029135596,-3.07518530187448
AP1B1,1.21890505119477e-06,2.16102228137272e-05,4.66534075526977,0.00319785658082204,0.00905618888453185,-2.0430545280005,5.91403012321525,-2.49514101762364
PSMD1,0.0263389723001293,0.0537136467856727,1.26991536102742,0.00165835285906065,0.00535086860990065,-2.27157571295692,1.5794011744422,-2.78032305615106
ATP1A3,0.000348111065158685,0.00164608176165192,2.78354859697771,0.065323492185436,0.110904319509498,-0.95505153858838,3.45828217188669,-1.18493060598797
ALDOA,0.00420937203900494,0.0121304342647825,1.91612365128324,0.148156584019236,0.219396381981812,0.658770538558437,2.37578268809222,0.8292790438823
SUPT5H,0.0114531370261172,0.027170179071661,-1.56590749924947,0.29923052531336,0.388886194718248,-0.410177473834039,-1.94107554332106,-0.523994104995619
HEATR1,4.96952183265286e-05,0.00036129948081578,-3.44213266250893,0.000228549798401651,0.0010546959590943,-2.97687271791897,-4.30368539706762,-3.64101915745533
EPB41L2,0.369210094448594,0.464316151651466,-0.333186208750152,0.0251107393393885,0.0502801714859591,-1.29860324977529,-0.432726433584935,-1.60014050009912
MYO18A,0.000669821881364845,0.00275872153062124,2.55929213562744,0.238935343054519,0.324280348593544,0.489079368798429,3.17404066927631,0.621719605133881
USP9X,0.0409687195820461,0.0772201021825144,-1.11226962802571,0.506329005062878,0.595408621830975,-0.225184880830534,-1.38754760907936,-0.295567193336157
IMMT,0.00203630472905896,0.00678328341371552,2.16856003721164,0.0302044354252336,0.0585410249191934,1.23253967833452,2.69115723014377,1.51992927759706
MYBBP1A,1.1723815820029e-05,0.000121014983691132,-3.91716085339015,0.00147564236335653,0.00485893769868837,-2.31345866942625,-4.93093101290278,-2.83101888535911
EIF3C,0.489199324283459,0.577909567183861,-0.238140115810887,0.00951543769145712,0.0223943909038872,-1.64986074526118,-0.310514151513446,-2.02157123022376
PDCD11,3.4188645272586e-06,4.63666587601826e-05,-4.33379419878389,0.00031485594215711,0.00135088442628343,2.8693818050671,-5.4661181078111,3.50188810600908
SMARCC2,0.704464102038544,0.771727511610852,-0.112536017143066,0.152320849753837,0.224592417594584,-0.648604909928604,-0.15214113269485,-0.817240646149905
HDLBP,6.71260490923068e-05,0.000460651391634789,-3.3366276124891,0.108445664113208,0.168861167386213,-0.772470212648739,-4.17310891378491,-0.964787807313704
TRAP1,0.702170136560841,0.769706654280811,0.113674758854389,0.00022513708007279,0.00104535193457465,-2.98073747269905,0.153557645110815,-3.6475529708156
