V1 Distance Burden.avg Burden.sd xxxx
123 FL 2440 0.0310937217894121 0.00618432096149993 0.0249094008279122
124 FL 2460 0.0307590344612679 0.00626730754252531 0.0244917269187426
125 FL 2480 0.0294328322808235 0.00554650959831966 0.0238863226825039
126 FL 2500 0.0308248136289592 0.00487704630500914 0.0259477673239501
127 FL 2520 0.0304471123921489 0.00485353176900829 0.0255935806231406
128 FL 2540 0.0291730646339753 0.00447738922150987 0.0246956754124654
129 FL 2560 0.0284969102681356 0.00560213722644847 0.0228947730416871
130 FL 2580 0.0283019097641589 0.00522665164431813 0.0230752581198407
131 FL 2600 0.0282946218882493 0.00640245508546179 0.0218921668027875
132 FL 2620 0.028033552775348 0.00722296773388173 0.0208105850414662
133 FL 2640 0.0276282092423509 0.0073547556448174 0.0202734535975335
134 FL 2660 0.0275628558572204 0.00662961797100583 0.0209332378862146
135 FL 2680 0.0272468755160162 0.00701796764852905 0.0202289078674872
136 FL 2700 0.0285102158911021 0.0072510273375453 0.0212591885535568
137 FL 2720 0.0296272286566537 0.00644790608416585 0.0231793225724878
138 FL 2740 0.0303136811228458 0.00675981932275151 0.0235538618000943
139 FL 2760 0.0294335633293785 0.00661483914012555 0.022818724189253
140 FL 2780 0.028668592214849 0.00715758092524744 0.0215110112896016
141 FL 2800 0.0287333326916795 0.00649926963108058 0.0222340630605989
142 FL 2820 0.0276478159051146 0.00631238745339484 0.0213354284517197
143 FL 2840 0.0274607001741953 0.00588268008434166 0.0215780200898537
144 FL 2860 0.0293683353942429 0.00846083195976096 0.0209075034344819
145 FL 2880 0.0289444879531299 0.00863447675990576 0.0203100111932241
146 FL 2900 0.0285068184451568 0.00824511811273129 0.0202617003324255
147 FL 2920 0.0279397427946082 0.00559153463179093 0.0223482081628173
148 FL 2940 0.0282552297102696 0.0067623917950357 0.0214928379152339
149 FL 2960 0.0282383786244692 0.00616151612051416 0.022076862503955
150 FL 2980 0.0275488183092007 0.00569111593349002 0.0218577023757106
151 FL 3000 0.0262030342872292 0.0085592526389046 0.0176437816483246
152 FL 3020 0.0273640264519309 0.00906285842231261 0.0183011680296183
153 FL 3040 0.0274067163520996 0.00962823187849602 0.0177784844736036
154 FL 3060 0.0278158796341038 0.00924912136590355 0.0185667582682002
155 FL 3080 0.0302174594176369 0.00680140418172852 0.0234160552359084
156 FL 3100 0.0297102671473991 0.00668762962178637 0.0230226375256127
157 FL 3120 0.0317113015148046 0.00704853647480865 0.024662765039996
158 FL 3140 0.031391254143549 0.00651855777313654 0.0248726963704124
159 FL 3160 0.0308535482174403 0.00631657147912939 0.0245369767383109
160 FL 3180 0.0312465847978813 0.00599615774224704 0.0252504270556343
161 FL 3200 0.0301836448102385 0.00483078395428164 0.0253528608559568
162 FL 3220 0.0293026849086016 0.00513261894921279 0.0241700659593888
163 FL 3240 0.0288656172490525 0.00512817721930173 0.0237374400297507
164 FL 3260 0.0291885980275268 0.00561715726207562 0.0235714407654511
165 FL 3280 0.0294549620361393 0.0057697200467635 0.0236852419893758
166 FL 3300 0.029136439281477 0.00588171978746263 0.0232547194940144
167 FL 3320 0.0293970825386453 0.00568177763190425 0.0237153049067411
168 FL 3340 0.0296559164553417 0.00529586890123765 0.024360047554104
169 FL 3360 0.0283500603646098 0.00600418470115747 0.0223458756634524
170 FL 3380 0.0282251733585082 0.00535901555659792 0.0228661578019103
171 FL 3400 0.0277860101815234 0.00551693171171778 0.0222690784698056
172 FL 3420 0.0274817863040491 0.00476851088259294 0.0227132754214562
173 FL 3440 0.0270718186191788 0.00657330450492558 0.0204985141142532
174 FL 3460 0.0269645121361062 0.00653016753887081 0.0204343445972354
175 FL 3480 0.027296841357594 0.00686607531159975 0.0204307660459942
176 FL 3500 0.0274386218102149 0.00646070719356197 0.0209779146166529
177 FL 3520 0.0259608535108973 0.00652311319018792 0.0194377403207094
178 FL 3540 0.0265120783700771 0.00753121300531981 0.0189808653647573
179 FL 3560 0.0262396784653788 0.00749503229377914 0.0187446461715997
180 FL 3580 0.023900345060312 0.00879859264617333 0.0151017524141387
181 FL 3600 0.0240407040904409 0.00800958467743859 0.0160311194130023
182 FL 3620 0.0217727601060776 0.011311760101832 0.0104610000042456
183 FL 3640 0.0217358546222159 0.0110425582753284 0.0106932963468875
184 FL 3660 0.0222407330468137 0.0111796751730683 0.0110610578737454
185 FL 3680 0.0221401038373339 0.0108090164675621 0.0113310873697718
186 FL 3700 0.0226861671697418 0.0111456623179062 0.0115405048518356
187 FL 3720 0.0227326849062484 0.0110131244817309 0.0117195604245175
188 FL 3740 0.0222416648631691 0.0109968649411465 0.0112447999220227
189 FL 3760 0.022349292708639 0.0110037628848129 0.0113455298238261
190 FL 3780 0.0231926494069223 0.0107390118324906 0.0124536375744317
191 FL 3800 0.0233734051978599 0.0109497387975647 0.0124236664002952
192 FL 3820 0.0234240974472035 0.0109807975499073 0.0124432998972962
193 FL 3840 0.0236628912334726 0.011786237674231 0.0118766535592416
194 FL 3860 0.0232586593927407 0.0114169397148298 0.0118417196779109
195 FL 3880 0.0229909518314451 0.0115308527848544 0.0114600990465907
196 FL 3900 0.0228049659089846 0.0115703837323038 0.0112345821766808
197 FL 3920 0.0230136153938192 0.0125384930207546 0.0104751223730646
198 FL 3940 0.0229741592142081 0.0123927351971177 0.0105814240170904
199 FL 3960 0.0225622202917823 0.0119322307940191 0.0106299894977632
200 FL 3980 0.022872468383623 0.0121489116402336 0.0107235567433893
201 FL 4000 0.0232801986116827 0.0125547570126903 0.0107254415989924
202 FL 4020 0.0246082707110922 0.0131727061628041 0.0114355645482881
203 FL 4040 0.023958224846631 0.0133506844856718 0.0106075403609592
204 FL 4060 0.0241975167248312 0.0132662077432656 0.0109313089815656
205 FL 4080 0.0243610303930261 0.0127415672155233 0.0116194631775027
206 FL 4100 0.0250021955520586 0.0123937535257246 0.012608442026334
207 FL 4120 0.0248356917095747 0.0124596974381341 0.0123759942714406
208 FL 4140 0.025043994335026 0.0128973021092431 0.0121466922257829
209 FL 4160 0.0257039061710983 0.0132450943741192 0.0124588117969791
210 FL 4180 0.0251674398620557 0.0131594700061617 0.012007969855894
211 FL 4200 0.0264609756511823 0.0140002632344521 0.0124607124167302
212 FL 4220 0.027030556591221 0.0133045452816637 0.0137260113095573
213 FL 4240 0.030246459474042 0.0103055593358227 0.0199409001382193
214 FL 4260 0.0301891474042764 0.0102974340071902 0.0198917133970863
215 FL 4280 0.0296218534877689 0.00950911512284562 0.0201127383649233
216 FL 4300 0.0306998905996289 0.010534214291302 0.0201656763083269
217 FL 4320 0.0315268850203179 0.0104514180410009 0.021075466979317
218 FL 4340 0.0324338550485757 0.00630564815176985 0.0261282068968058
219 FL 4360 0.0325830659396211 0.00629867893782133 0.0262843870017997
220 FL 4380 0.0332779857264641 0.00626375766789623 0.0270142280585679
221 FL 4400 0.033536349441621 0.00606674139563624 0.0274696080459847
222 FL 4420 0.0329711278215461 0.00596502760207718 0.027006100219469
223 FL 4440 0.0329582796679131 0.00602760604747464 0.0269306736204385
224 FL 4460 0.0352542358360082 0.00572912047242515 0.029525115363583
225 FL 4480 0.0342474289924157 0.0044797172081562 0.0297677117842595
226 FL 4500 0.0343872400824447 0.00439595937559659 0.0299912807068481
227 FL 4520 0.0333548119193135 0.00401316808504878 0.0293416438342647
228 FL 4540 0.0337259314864135 0.00409493197209678 0.0296309995143167
229 FL 4560 0.0333285778179333 0.00428434735688037 0.029044230461053
230 FL 4580 0.0330478918116914 0.0049033165399759 0.0281445752717155
231 FL 4600 0.033742026707869 0.00818576074534076 0.0255562659625283
232 FL 4620 0.0346229077507032 0.00911650951345543 0.0255063982372478
233 FL 4640 0.0351179463696783 0.00818563851951758 0.0269323078501607
234 FL 4660 0.0340988075681099 0.00868795027993389 0.025410857288176
235 FL 4680 0.0345437060520264 0.00830995426823098 0.0262337517837954
236 FL 4700 0.0330017838987361 0.00920430833123438 0.0237974755675017
237 FL 4720 0.0325281266571173 0.00991969898309293 0.0226084276740244
238 FL 4740 0.0296399149040295 0.00739423362877227 0.0222456812752572
239 FL 4760 0.0292874999786284 0.00699061274783078 0.0222968872307976
240 FL 4780 0.0292388322698747 0.00672944558200246 0.0225093866878723
241 FL 4800 0.0285095676195467 0.00641066208348131 0.0220989055360654
242 FL 4820 0.0273605673801261 0.0069270346668858 0.0204335327132403
243 FL 4840 0.0261975806219026 0.00583472770944039 0.0203628529124623
244 FL 4860 0.0275077719450654 0.00679736983888041 0.020710402106185
245 FL 4880 0.0268294734304487 0.00629521576887149 0.0205342576615772
246 FL 4900 0.0267883498164069 0.00579887699543269 0.0209894728209742
247 FL 4920 0.0269210068357485 0.00695402894376303 0.0199669778919855
248 FL 4940 0.0264928343869369 0.00707952346091571 0.0194133109260212
249 FL 4960 0.0250818735940623 0.00961576924505631 0.015466104349006
250 FL 4980 0.0249318517024322 0.00902278942108133 0.0159090622813509
251 FL 5000 0.0250845292952873 0.00954654735870234 0.015537981936585
252 FL 5020 0.0253743726729895 0.00936340183455 0.0160109708384395
253 FL 5040 0.025447768421428 0.0103529295768253 0.0150948388446026
254 FL 5060 0.026078758133314 0.0107325525410801 0.015346205592234
255 FL 5080 0.0265433849573047 0.0110869412332848 0.0154564437240199
256 FL 5100 0.0262856609463296 0.0141117674479522 0.0121738934983775
257 FL 5120 0.0259212523241919 0.0127713081398804 0.0131499441843115
258 FL 5140 0.0259749044316689 0.0128829163342259 0.013091988097443
259 FL 5160 0.0263417148505364 0.0132001304105953 0.0131415844399412
260 FL 5180 0.0261608778947014 0.0136987150620174 0.012462162832684
261 FL 5200 0.0257814601557442 0.0136811646665671 0.0121002954891772
262 FL 5220 0.0254651958953059 0.0142523643758445 0.0112128315194615
263 FL 5240 0.0253674222107901 0.0143014933737654 0.0110659288370246
264 FL 5260 0.0250938694571876 0.0135474704961417 0.0115463989610459
265 FL 5280 0.025708269714924 0.0144148855384969 0.0112933841764271
266 FL 5300 0.0260780714269604 0.0144737459175379 0.0116043255094225
267 FL 5320 0.0282847566294047 0.0113350439986146 0.0169497126307901
268 FL 5340 0.0281977626209844 0.011517280840736 0.0166804817802484
269 FL 5360 0.0267662467297821 0.00993608424411865 0.0168301624856635
270 FL 5380 0.0278364086854696 0.011104588751678 0.0167318199337916
271 FL 5400 0.0294526967171177 0.00843131001781581 0.0210213866993019
272 FL 5420 0.0302653270516713 0.00860663062886158 0.0216586964228098
273 FL 5440 0.029894403486459 0.00824280490769252 0.0216515985787665
274 FL 5460 0.0285944697058248 0.00825656586593739 0.0203379038398874
275 FL 5480 0.028966970948318 0.00827880194842598 0.020688168999892
276 FL 5500 0.0278682109682306 0.007102267175412 0.0207659437928186
277 FL 5520 0.0281372557001124 0.00667448495923244 0.02146277074088
278 FL 5540 0.0281929775447507 0.00568159836138406 0.0225113791833667
279 FL 5560 0.0283802126081614 0.006052943628507 0.0223272689796544
280 FL 5580 0.0284466829707422 0.0060490495958063 0.0223976333749359
281 FL 5600 0.029064117431845 0.00687974643876809 0.0221843709930769
282 FL 5620 0.0303808132145052 0.00926440251539389 0.0211164106991113
283 FL 5640 0.0294382065639117 0.00961307184400964 0.0198251347199021
284 FL 5660 0.0289019004934805 0.0104827142609361 0.0184191862325443
285 FL 5680 0.0289299481163629 0.0105915684656884 0.0183383796506745
286 FL 5700 0.0293762029629942 0.0109550601032318 0.0184211428597625
287 FL 5720 0.0292987647693503 0.0106399531909013 0.0186588115784489
288 FL 5740 0.0298036249645774 0.0104632533099725 0.0193403716546049
289 FL 5760 0.0304308492875857 0.0101778571375867 0.020252992149999
290 FL 5780 0.0296322888099392 0.00995996677660723 0.0196723220333319
291 FL 5800 0.0295635515188032 0.00986265255259869 0.0197008989662045
292 FL 5820 0.0289401547510637 0.00672679795058238 0.0222133568004813
293 FL 5840 0.0299829948726174 0.0075934172685065 0.0223895776041109
294 FL 5860 0.0302608505669723 0.00718800781919991 0.0230728427477724
295 FL 5880 0.0307005997542476 0.00894033114933019 0.0217602686049174
296 FL 5900 0.0296252507930434 0.00584613790644212 0.0237791128866012
297 FL 5920 0.0295541358892347 0.00707887087620749 0.0224752650130272
298 FL 5940 0.0302666931548833 0.00728567087903251 0.0229810222758508
299 FL 5960 0.0303700291149876 0.00742689600060807 0.0229431331143795
300 FL 5980 0.0306242250834255 0.00769064288541243 0.0229335821980131
301 FL 6000 0.0313838524237873 0.00746527922482581 0.0239185731989614
302 FL 6020 0.0327868873774651 0.00917109203717807 0.0236157953402871
303 FL 6040 0.0324281253111636 0.00985449172627148 0.0225736335848921
304 FL 6060 0.0316332364896723 0.0107357464223058 0.0208974900673665
305 FL 6080 0.0321870822174799 0.0118680019938202 0.0203190802236597
306 FL 6100 0.0315477319544217 0.00897962465936057 0.0225681072950611
307 FL 6120 0.0300006586730501 0.00858375699661356 0.0214169016764366
308 FL 6140 0.0309960244760847 0.00823153191837526 0.0227644925577094
309 FL 6160 0.0333584691323095 0.00785519723997114 0.0255032718923384
310 FL 6180 0.0337901617011874 0.00644275299646447 0.0273474087047229
311 FL 6200 0.0338859792716611 0.00607544395704867 0.0278105353146124
312 FL 6220 0.0354784905007906 0.00850771570577382 0.0269707747950168
313 FL 6240 0.0350869472561959 0.0091117262719247 0.0259752209842712
314 FL 6260 0.0354263216826608 0.00904141319592982 0.026384908486731
315 FL 6280 0.0363788366236996 0.00814203895265861 0.028236797671041
316 FL 6300 0.0365953053326554 0.00832216328494165 0.0282731420477137
317 FL 6320 0.036291926594483 0.00805499317983549 0.0282369334146475
318 FL 6340 0.034173570027429 0.00885763130447264 0.0253159387229564
319 FL 6360 0.0346244836613089 0.00937847403926683 0.0252460096220421
320 FL 6380 0.0341485873219502 0.00749873563879434 0.0266498516831559
321 FL 6400 0.03395830020524 0.00787070053976736 0.0260875996654726
322 FL 6420 0.0328749528780491 0.00756234770288436 0.0253126051751648
323 FL 6440 0.0330469053921785 0.00835161830875704 0.0246952870834215
324 FL 6460 0.0339216913849381 0.0090917536996517 0.0248299376852864
325 FL 6480 0.0331799137966388 0.00849127073686418 0.0246886430597747
326 FL 6500 0.0324043208563704 0.00738565435695603 0.0250186664994144
327 FL 6520 0.0308874336143271 0.00810788657020047 0.0227795470441266
328 FL 6540 0.0318377652207723 0.00823729104552693 0.0236004741752454
329 FL 6560 0.0316036706532043 0.00760074196272418 0.0240029286904801
330 FL 6580 0.0316495951389094 0.0067738673795314 0.024875727759378
331 FL 6600 0.0301566120879714 0.00621977251190141 0.02393683957607
332 FL 6620 0.0310527081878957 0.00664354175867558 0.0244091664292202
333 FL 6640 0.0308445659650425 0.00671629566597427 0.0241282702990682
334 FL 6660 0.0284291757970019 0.00953249179076917 0.0188966840062327
335 FL 6680 0.0275443729477371 0.00930057373081626 0.0182437992169208
336 FL 6700 0.0273216965380077 0.00932146747442887 0.0180002290635788
337 FL 6720 0.0261240383766993 0.0133159744511401 0.0128080639255592
338 FL 6740 0.0267674859227423 0.013299818756899 0.0134676671658433
339 FL 6760 0.026975043105418 0.013530364586352 0.0134446785190661
340 FL 6780 0.0277630400268282 0.00997679226101536 0.0177862477658129
341 FL 6800 0.0271065008900307 0.00949359878503814 0.0176129021049926
342 FL 6820 0.0273511188538651 0.0101123303940006 0.0172387884598644
343 FL 6840 0.0279144901002742 0.0104500432632856 0.0174644468369885
344 FL 6860 0.0271910267124351 0.0101643371055144 0.0170266896069206
345 FL 6880 0.0261587975296442 0.0100790860841068 0.0160797114455374
346 FL 6900 0.0263695652320536 0.0110570823867714 0.0153124828452822
347 FL 6920 0.0276221214718084 0.0107191181614692 0.0169030033103392
348 FL 6940 0.0276259337921667 0.00997819900679362 0.0176477347853731
349 FL 6960 0.0275003049672266 0.0100813191281793 0.0174189858390473
350 FL 6980 0.0270895107333638 0.00988492968511997 0.0172045810482438
351 FL 7000 0.028167861881838 0.0110000069343895 0.0171678549474485
352 FL 7020 0.0275315560005173 0.0106849058609653 0.0168466501395519
353 FL 7040 0.0279858140868391 0.0102193903265328 0.0177664237603063
354 FL 7060 0.0287977789807018 0.0111054362815657 0.0176923426991361
355 FL 7080 0.0299439461015735 0.010919758229127 0.0190241878724465
356 FL 7100 0.0308684635230771 0.0118348463409859 0.0190336171820912
357 FL 7120 0.0298312941343058 0.012369015195172 0.0174622789391338
358 FL 7140 0.0297480201936208 0.0115243538354354 0.0182236663581854
359 FL 7160 0.0299335117316908 0.0113421832479306 0.0185913284837602
360 FL 7180 0.0308212831316991 0.0115360820426728 0.0192852010890262
361 FL 7200 0.0312544393728087 0.011015593680678 0.0202388456921307
362 FL 7220 0.0307077128056886 0.0116511883634641 0.0190565244422245
363 FL 7240 0.030615313310543 0.0110348933623589 0.019580419948184
364 FL 7260 0.0297338435002061 0.0105881745181527 0.0191456689820534
365 FL 7280 0.0276709884864905 0.0147694286056885 0.012901559880802
366 FL 7300 0.0275184248514781 0.0141734179065145 0.0133450069449637
367 FL 7320 0.028828156828691 0.00900921477362807 0.0198189420550629
368 FL 7340 0.0291264895712459 0.00939851054878676 0.0197279790224592
369 FL 7360 0.0295773279913455 0.00952616513500253 0.0200511628563429
370 FL 7380 0.0292937603116178 0.00914980455507953 0.0201439557565383
371 FL 7400 0.0288291159774082 0.00883422665727372 0.0199948893201345
372 FL 7420 0.0276867374060782 0.00851088919382989 0.0191758482122484
373 FL 7440 0.0295862111493519 0.00525780672071205 0.0243284044286399
374 FL 7460 0.0300193639547676 0.00573679022421386 0.0242825737305537
375 FL 7480 0.0302590980875145 0.00620463637755503 0.0240544617099595
376 FL 7500 0.0295805106036719 0.00530675356441951 0.0242737570392524
377 FL 7520 0.0296303003446627 0.00552938216268219 0.0241009181819805
378 FL 7540 0.0290812042697615 0.0062649563784144 0.0228162478913471
379 FL 7560 0.028483106140026 0.00479363937953212 0.0236894667604939
380 FL 7580 0.0267205031531789 0.00587654797259774 0.0208439551805812
381 FL 7600 0.0260069214453453 0.00535078762199133 0.0206561338233539
382 FL 7620 0.0258686700203141 0.00490303077505066 0.0209656392452634
383 FL 7640 0.0252626100133617 0.0046781938681622 0.0205844161451995
384 FL 7660 0.0247003645704191 0.00518252498622259 0.0195178395841965
385 FL 7680 0.0251327087633301 0.00500391292101409 0.0201287958423161
386 FL 7700 0.0254535160421736 0.00710138717362931 0.0183521288685443
387 FL 7720 0.0264768534854721 0.00662652852131405 0.0198503249641581
388 FL 7740 0.0259507645887722 0.00613717522412678 0.0198135893646454
389 FL 7760 0.0268941145491056 0.00706431534937797 0.0198297991997277
390 FL 7780 0.0276120835861819 0.00638221444287534 0.0212298691433066
391 FL 7800 0.0281623171493118 0.00747654104118916 0.0206857761081226
392 FL 7820 0.0258218305168232 0.00949806711882096 0.0163237633980022
393 FL 7840 0.0260641089167402 0.0105656500996597 0.0154984588170805
394 FL 7860 0.0259685008820352 0.0113988965742186 0.0145696043078166
395 FL 7880 0.0259102746104273 0.0108999937972795 0.0150102808131477
396 FL 7900 0.0259591344882163 0.0114031183745372 0.0145560161136791
397 FL 7920 0.0254180530641809 0.0108336990055588 0.0145843540586221
398 FL 7940 0.0236511104514594 0.0140612799147112 0.00958983053674825
399 FL 7960 0.0226882648991229 0.0132185943305125 0.00946967056861041
400 FL 7980 0.0230964537427445 0.0128931084068894 0.010203345335855
401 FL 8000 0.0224156313316832 0.0129559082660882 0.00945972306559506
402 FL 8020 0.0224972409186922 0.0131397255023771 0.00935751541631515
403 FL 8040 0.0220531398089799 0.0132898435104155 0.00876329629856436
