Sample	 Source	 Position	 Absorbance	 Fraction.Number
453012	74838	43.07	0.182439	-100
453040	74859	43.1	0.182887	-100
452843	74819	43.14	0.182683	-100
452851	74839	43.18	0.183194	-100
452626	74815	43.22	0.183554	-100
452644	74829	43.26	0.183856	-100
452361	74831	43.3	0.18519	-100
452734	74834	43.34	0.183586	-100
452761	74840	43.38	0.183628	-100
452873	74853	43.42	0.183477	-100
452968	74843	43.46	0.182774	-100
453234	74833	43.49	0.1813	-100
453583	74850	43.54	0.18019	-100
453428	74822	43.57	0.180123	-100
453711	74840	43.61	0.179339	-100
453916	74870	43.65	0.179235	-100
453999	74869	43.69	0.178833	-100
454052	74826	43.73	0.177419	-100
454216	74825	43.77	0.176653	-100
454296	74810	43.81	0.175882	-100
454458	74798	43.85	0.174824	-100
455308	74834	43.88	0.171986	-100
455797	74833	43.92	0.169762	-100
455749	74850	43.96	0.170442	-100
455847	74834	44.01	0.169565	-100
456166	74843	44.05	0.168379	-100
456387	74814	44.08	0.166595	-100
456753	74796	44.12	0.164463	-100
456830	74790	44.16	0.163954	-100
457504	74838	44.2	0.16225	-100
457969	74839	44.24	0.160199	-100
458036	74867	44.28	0.160665	-100
458310	74863	44.32	0.159332	-100
458154	74817	44.36	0.158771	-100
458389	74796	44.39	0.157147	-100
459391	74876	44.43	0.154867	-100
459908	74885	44.47	0.152811	-100
460215	74857	44.51	0.150681	-100
460203	74876	44.55	0.151253	-100
460668	74869	44.59	0.148996	-100
460685	74864	44.63	0.148784	-100
460936	74850	44.67	0.147286	-100
461206	74867	44.71	0.146553	-100
461123	74860	44.75	0.14673	-100
461339	74831	44.79	0.144979	-100
462465	74841	44.83	0.140264	-100
462198	74821	44.86	0.140899	-100
462426	74828	44.9	0.140081	-100
462780	74846	44.94	0.139008	-100
462953	74839	44.99	0.138052	-100
463362	74849	45.02	0.136518	-100
463221	74863	45.06	0.137524	-100
463551	74830	45.1	0.135164	-100
463764	74812	45.14	0.133732	-100
464300	74827	45.18	0.131779	-100
464771	74844	45.22	0.130169	-100
464451	74837	45.26	0.131387	-100
464333	74840	45.3	0.131989	-100
465093	74848	45.34	0.128861	-100
465632	74829	45.38	0.125972	-100
465744	74811	45.41	0.124988	-100
465913	74824	45.45	0.124601	-100
466181	74839	45.49	0.123834	-100
466843	74837	45.53	0.120876	-100
466903	74839	45.57	0.120668	-100
466525	74816	45.61	0.121696	-100
466763	74831	45.65	0.121063	-100
466790	74815	45.69	0.120507	7
467474	74858	45.73	0.118687	-100
467778	74836	45.77	0.116755	-100
468469	74864	45.81	0.1145	-100
468633	74831	45.85	0.112882	-100
468665	74835	45.89	0.112851	-100
468714	74822	45.93	0.112282	-100
469142	74819	45.96	0.110333	-100
469173	74803	46	0.10976	-100
469246	74793	46.04	0.109168	-100
469767	74820	46.08	0.107636	-100
470011	74832	46.12	0.106901	-100
470312	74841	46.16	0.105838	-100
469980	74815	46.2	0.106572	-100
469811	74814	46.24	0.10728	-100
470499	74832	46.28	0.104778	-100
470743	74803	46.32	0.102924	-100
471392	74811	46.36	0.100324	-100
471718	74825	46.39	0.099292	-100
471619	74845	46.43	0.100269	-100
471959	74847	46.47	0.098849	-100
471623	74837	46.51	0.100033	-100
471747	74837	46.55	0.099495	-100
472084	74829	46.59	0.097815	-100
472078	74834	46.63	0.097978	-100
471932	74797	46.67	0.097599	-100
472426	74789	46.71	0.095239	-100
472790	74808	46.75	0.094183	-100
473069	74818	46.79	0.093249	-100
472674	74826	46.82	0.095177	-100
472731	74834	46.86	0.095149	-100
472490	74787	46.9	0.094907	-100
472131	74787	46.94	0.096462	-100
471877	74799	46.98	0.097892	-100
471707	74816	47.02	0.099094	-100
471494	74847	47.06	0.100866	-100
471278	74849	47.1	0.101858	-100
470176	74814	47.14	0.105691	-100
469150	74804	47.18	0.109887	-100
469114	74826	47.22	0.110646	-100
468192	74803	47.26	0.114042	-100
467645	74796	47.31	0.116243	-100
467046	74825	47.35	0.119659	-100
465524	74805	47.39	0.12579	-100
464759	74813	47.42	0.129374	-100
463508	74816	47.46	0.134971	-100
462429	74819	47.5	0.139822	-100
461145	74813	47.54	0.145347	-100
459514	74799	47.58	0.152214	-100
458878	74851	47.62	0.15647	-100
457844	74838	47.66	0.16073	-100
456244	74796	47.7	0.166744	-100
454676	74797	47.74	0.173816	-100
453246	74804	47.78	0.180453	-100
452266	74798	47.81	0.184717	-100
450941	74785	47.85	0.190365	-100
448213	74802	47.89	0.203246	-100
448261	74828	47.93	0.203738	-100
447202	74780	47.97	0.207264	-100
446335	74762	48.01	0.210742	-100
445108	74802	48.05	0.217469	-100
443253	74772	48.09	0.225194	-100
442086	74759	48.13	0.230232	-100
441730	74781	48.17	0.232482	-100
440788	74783	48.21	0.236905	-100
439912	74799	48.25	0.241413	-100
438678	74768	48.29	0.246313	-100
437966	74781	48.33	0.249992	-100
437508	74768	48.36	0.251777	-100
436740	74795	48.41	0.256111	-100
435616	74814	48.44	0.261903	-100
434879	74796	48.48	0.264876	-100
434649	74788	48.52	0.265739	-100
434345	74798	48.56	0.267444	-100
433449	74779	48.6	0.27115	-100
433300	74816	48.64	0.272865	-100
433240	74819	48.68	0.273231	-100
432839	74826	48.72	0.275317	-100
432415	74809	48.76	0.276857	-100
432831	74888	48.8	0.277049	-100
432690	74833	48.83	0.276213	-100
432297	74790	48.88	0.276896	-100
431929	74724	48.91	0.276832	-100
432131	74768	48.95	0.27708	-100
432563	74769	48.99	0.275063	-100
432262	74751	49.03	0.275994	-100
432104	74761	49.07	0.277016	-100
432824	74782	49.11	0.274184	-100
433116	74763	49.15	0.272284	-100
433606	74727	49.19	0.268985	-100
434100	74736	49.23	0.266902	-100
434417	74762	49.27	0.26612	-100
434914	74757	49.31	0.263644	-100
434640	74732	49.34	0.264249	-100
435118	74736	49.38	0.262109	-100
435857	74750	49.42	0.25902	-100
435955	74698	49.46	0.257137	-100
436544	74731	49.5	0.255278	-100
437029	74748	49.54	0.253471	-100
437963	74730	49.58	0.24861	-100
438895	74743	49.62	0.244617	-100
439323	74740	49.66	0.24254	-100
439890	74789	49.69	0.241242	-100
439693	74746	49.73	0.240982	-100
440347	74727	49.77	0.237421	-100
441051	74732	49.81	0.234289	-100
441700	74737	49.85	0.231417	-100
442504	74755	49.89	0.228189	-100
442994	74748	49.93	0.225733	-100
443134	74698	49.97	0.223717	-100
443773	74739	50.01	0.221891	-100
444003	74721	50.05	0.220338	-100
444590	74722	50.09	0.217663	-100
445351	74719	50.13	0.214081	-100
446202	74719	50.16	0.210175	-100
446707	74733	50.2	0.208244	-100
447109	74731	50.25	0.206349	-100
447280	74711	50.28	0.205019	-100
447642	74710	50.32	0.203336	-100
448458	74724	50.36	0.199993	-100
448489	74707	50.4	0.199386	-100
448931	74721	50.44	0.197754	-100
449385	74706	50.48	0.195275	-100
450013	74702	50.52	0.192308	-100
450913	74735	50.56	0.189124	-100
451290	74722	50.59	0.187058	-100
451506	74718	50.64	0.185969	-100
451681	74711	50.68	0.184984	-100
452388	74730	50.72	0.182304	-100
452620	74701	50.75	0.180461	-100
453085	74707	50.79	0.178525	-100
453487	74684	50.83	0.17608	-100
453872	74696	50.87	0.174672	-100
454334	74691	50.91	0.172454	-100
455250	74748	50.95	0.169893	-100
455503	74784	50.99	0.169742	-100
455515	74733	51.03	0.168292	-100
455827	74704	51.07	0.166097	-100
456818	74732	51.1	0.16242	-100
457032	74711	51.14	0.160887	-100
457200	74732	51.18	0.16071	-100
457256	74721	51.22	0.160158	-100
457430	74706	51.26	0.158969	-100
457916	74700	51.3	0.156632	-100
458538	74734	51.34	0.154785	-100
458766	74753	51.38	0.154288	-100
458639	74724	51.42	0.154061	-100
458763	74706	51.46	0.153015	-100
459568	74687	51.5	0.148907	-100
460232	74721	51.54	0.146884	-100
460272	74713	51.58	0.146487	-100
460091	74707	51.61	0.147128	-100
460540	74730	51.65	0.145762	-100
460921	74743	51.69	0.144426	-100
461320	74757	51.73	0.143039	-100
461252	74731	51.77	0.142628	-100
460894	74721	51.81	0.143943	-100
460642	74690	51.85	0.144213	-100
460398	74682	51.89	0.145078	-100
460024	74708	51.93	0.147453	-100
459616	74692	51.97	0.148831	-100
459162	74692	52.01	0.150853	-100
458860	74701	52.04	0.152445	-100
458389	74713	52.09	0.154875	-100
457927	74754	52.12	0.158061	-100
456933	74730	52.16	0.16185	-100
455750	74740	52.2	0.167428	8
454562	74716	52.24	0.172112	-100
453638	74738	52.28	0.176878	-100
452467	74741	52.32	0.182248	-100
450948	74709	52.36	0.188253	-100
449474	74702	52.4	0.19476	-100
448022	74719	52.44	0.201846	-100
446541	74714	52.48	0.208484	-100
445134	74714	52.52	0.214941	-100
443990	74740	52.55	0.220919	-100
442746	74770	52.59	0.227481	-100
440780	74724	52.63	0.235327	-100
439205	74723	52.67	0.242624	-100
437905	74748	52.71	0.249374	-100
436725	74781	52.75	0.255798	-100
435065	74756	52.79	0.262906	-100
433352	74763	52.83	0.27117	-100
431536	74724	52.87	0.278695	-100
430349	74742	52.91	0.284823	-100
429009	74721	52.95	0.290629	-100
427716	74757	52.99	0.297791	-100
426134	74740	53.02	0.304908	-100
424650	74712	53.06	0.311279	-100
423734	74730	53.1	0.31619	-100
422660	74728	53.14	0.321328	-100
421703	74747	53.18	0.326486	-100
420456	74720	53.22	0.331807	-100
419658	74729	53.26	0.33594	-100
418992	74739	53.3	0.339464	-100
418042	74732	53.34	0.343917	-100
417180	74738	53.38	0.348304	-100
416322	74738	53.42	0.352517	-100
415807	74732	53.46	0.354885	-100
415416	74733	53.49	0.356837	-100
415167	74753	53.53	0.358612	-100
414909	74754	53.57	0.359911	-100
414845	74760	53.61	0.360391	-100
414878	74770	53.65	0.360502	-100
414585	74724	53.69	0.360688	-100
414420	74724	53.74	0.361503	-100
414531	74746	53.78	0.361557	-100
414811	74731	53.82	0.359765	-100
415061	74739	53.86	0.358751	-100
415169	74739	53.9	0.358219	-100
415527	74751	53.94	0.356784	-100
415907	74755	53.98	0.355023	-100
416346	74769	54.02	0.353247	-100
416800	74786	54.06	0.351482	-100
416828	74757	54.09	0.350551	-100
417180	74728	54.13	0.34803	-100
418041	74748	54.17	0.344359	-100
418635	74769	54.21	0.342029	-100
418961	74727	54.25	0.339287	-100
419594	74776	54.29	0.337539	-100
420252	74762	54.33	0.333949	-100
421079	74739	54.37	0.329297	-100
421761	74756	54.41	0.326451	-100
422323	74739	54.45	0.323261	-100
422848	74734	54.49	0.320582	-100
423695	74727	54.52	0.316296	-100
424750	74719	54.56	0.310989	-100
425760	74729	54.61	0.306403	-100
426416	74750	54.64	0.303828	-100
426991	74748	54.68	0.301016	-100
427831	74761	54.72	0.29735	-100
428660	74733	54.76	0.292623	-100
429613	74750	54.8	0.288545	-100
430025	74743	54.84	0.286392	-100
430491	74719	54.88	0.283518	-100
431447	74738	54.92	0.2795	-100
432440	74764	54.95	0.275508	-100
433314	74782	54.99	0.271869	-100
433738	74781	55.03	0.269841	-100
434089	74779	55.07	0.268131	-100
435028	74777	55.11	0.263655	-100
435957	74781	55.15	0.259399	-100
436387	74766	55.19	0.256972	-100
436772	74792	55.23	0.255879	-100
437279	74783	55.27	0.253259	-100
437996	74763	55.31	0.249359	-100
439073	74755	55.35	0.244115	-100
439976	74765	55.39	0.240185	-100
440285	74790	55.43	0.239433	-100
440700	74764	55.47	0.236794	-100
441238	74758	55.5	0.234133	-100
442476	74748	55.54	0.228127	-100
443477	74779	55.58	0.224351	-100
443387	74751	55.62	0.224	-100
443422	74738	55.66	0.223483	-100
444031	74741	55.7	0.220757	-100
444750	74778	55.74	0.218459	-100
445018	74766	55.78	0.216898	-100
444610	74712	55.82	0.217297	-100
445154	74761	55.86	0.216136	-100
445713	74802	55.89	0.21469	-100
445819	74750	55.94	0.212781	-100
446013	74757	55.97	0.212082	-100
445853	74767	56.01	0.21309	-100
445936	74752	56.05	0.212299	-100
445882	74741	56.09	0.212245	-100
445953	74759	56.13	0.212412	-100
445759	74735	56.17	0.212646	-100
445360	74752	56.21	0.214943	-100
445062	74783	56.25	0.217161	-100
444718	74736	56.29	0.217457	-100
444564	74781	56.33	0.219397	-100
443744	74785	56.36	0.223284	-100
442857	74752	56.4	0.226475	-100
442245	74743	56.44	0.229058	-100
441677	74738	56.49	0.231551	-100
440901	74755	56.52	0.235614	-100
439320	74757	56.56	0.243019	-100
438013	74760	56.6	0.249198	-100
437073	74745	56.64	0.253183	-100
435935	74738	56.68	0.258326	-100
434703	74760	56.72	0.264719	-100
433182	74789	56.76	0.272684	-100
431716	74777	56.8	0.279292	-100
430361	74767	56.84	0.28545	-100
429170	74776	56.88	0.291367	-100
428168	74846	56.92	0.298064	-100
426799	74892	56.96	0.305874	-100
424848	74759	56.99	0.311612	-100
423573	74740	57.03	0.317242	-100
422360	74765	57.07	0.323794	-100
420902	74762	57.11	0.330787	-100
419538	74759	57.15	0.337347	-100
418463	74757	57.19	0.342541	-100
417444	74773	57.23	0.347968	-100
416088	74747	57.27	0.353913	-100
415533	74776	57.31	0.357438	-100
414776	74760	57.35	0.360731	-100
413878	74753	57.38	0.364974	-100
413312	74760	57.42	0.367966	-100
412715	74751	57.46	0.370677	-100
412060	74752	57.5	0.373954	-100
411393	74738	57.54	0.376886	-100
410900	74740	57.58	0.379394	-100
410825	74754	57.62	0.380151	-100
410669	74752	57.66	0.380873	-100
410305	74766	57.7	0.383071	-100
410198	74796	57.74	0.384425	-100
409813	74763	57.78	0.385444	-100
409796	74745	57.82	0.385036	-100
409740	74724	57.86	0.384741	-100
409601	74730	57.89	0.385599	-100
409841	74712	57.93	0.383908	-100
410327	74745	57.97	0.382386	-100
410373	74713	58.01	0.381281	-100
410741	74727	58.05	0.37983	-100
410994	74735	58.09	0.378789	-100
411257	74724	58.13	0.377179	-100
412023	74747	58.17	0.374001	-100
412768	74736	58.21	0.370004	-100
413736	74779	58.25	0.366388	-100
414079	74772	58.29	0.364501	-100
414531	74760	58.33	0.36194	-100
415289	74737	58.36	0.357573	-100
416087	74698	58.4	0.352577	-100
416917	74702	58.44	0.348609	-100
417516	74714	58.48	0.346	-100
418075	74728	58.52	0.343645	-100
419079	74739	58.56	0.339039	-100
419865	74716	58.6	0.334575	-100
420761	74759	58.64	0.331391	-100
421297	74751	58.68	0.328567	-100
422007	74762	58.72	0.325422	9
422883	74740	58.76	0.320577	-100
423588	74701	58.8	0.316101	-100
424548	74766	58.83	0.313249	-100
425088	74775	58.87	0.310894	-100
425780	74761	58.91	0.307183	-100
426408	74729	58.95	0.303291	-100
427286	74753	58.99	0.29974	-100
427783	74748	59.03	0.297224	-100
428313	74757	59.07	0.294937	-100
429499	74759	59.11	0.289334	-100
430712	74792	59.15	0.284466	-100
430805	74754	59.18	0.282985	-100
431079	74761	59.23	0.281875	-100
431752	74763	59.26	0.278738	-100
432455	74753	59.3	0.275136	-100
433116	74763	59.34	0.272284	-100
433480	74743	59.38	0.270018	-100
433963	74780	59.42	0.268752	-100
434455	74760	59.46	0.265886	-100
434788	74749	59.5	0.264018	-100
434818	74735	59.54	0.263493	-100
434777	74743	59.58	0.263905	-100
434702	74734	59.62	0.264012	-100
435368	74776	59.66	0.262029	-100
435513	74770	59.7	0.261183	-100
435442	74773	59.73	0.261599	-100
435036	74747	59.77	0.262796	-100
434741	74741	59.81	0.26402	-100
434878	74761	59.85	0.263923	-100
434612	74751	59.89	0.264901	-100
434225	74758	59.93	0.266915	-100
433819	74789	59.97	0.269677	-100
433435	74787	60.01	0.271435	-100
432928	74736	60.05	0.272434	-100
432453	74728	60.09	0.274461	-100
431890	74724	60.13	0.277017	-100
431086	74724	60.17	0.280829	-100
430224	74738	60.21	0.285308	-100
429409	74718	60.25	0.28864	-100
428757	74724	60.29	0.291914	-100
427884	74716	60.33	0.295865	-100
426839	74717	60.37	0.300896	-100
425857	74726	60.41	0.305855	-100
424758	74704	60.44	0.31054	-100
424030	74709	60.48	0.314186	-100
423472	74747	60.52	0.317921	-100
422939	74862	60.56	0.323644	-100
421952	74849	60.6	0.328069	-100
420468	74740	60.64	0.332296	-100
419683	74708	60.68	0.335243	-100
419028	74700	60.72	0.33822	-100
418388	74738	60.76	0.342388	-100
417668	74739	60.8	0.34594	-100
416953	74729	60.84	0.349171	-100
416303	74725	60.88	0.352254	-100
415741	74731	60.92	0.355183	-100
415225	74733	60.96	0.357778	-100
414806	74713	60.99	0.359296	-100
414754	74730	61.03	0.360019	-100
414771	74750	61.07	0.360482	-100
414372	74733	61.11	0.361986	-100
413866	74727	61.15	0.364322	-100
413840	74749	61.19	0.365053	-100
413849	74724	61.23	0.364324	-100
414028	74732	61.27	0.363658	-100
413695	74711	61.31	0.364729	-100
413801	74727	61.35	0.364643	-100
414227	74757	61.39	0.363359	-100
414253	74755	61.43	0.363176	-100
414404	74709	61.47	0.361171	-100
414531	74719	61.5	0.360818	-100
414953	74743	61.54	0.359393	-100
415415	74728	61.58	0.356705	-100
416349	74755	61.62	0.352849	-100
416920	74770	61.66	0.350456	-100
416920	74732	61.7	0.349416	-100
417636	74778	61.74	0.347164	-100
418256	74784	61.78	0.344293	-100
418580	74733	61.82	0.341312	-100
418902	74708	61.86	0.339054	-100
419458	74741	61.9	0.337244	-100
420357	74747	61.94	0.333028	-100
421698	74724	61.97	0.325881	-100
422431	74689	62.01	0.321369	-100
422854	74721	62.05	0.320197	-100
422989	74704	62.09	0.319079	-100
423872	74702	62.13	0.314757	-100
424795	74714	62.17	0.310635	-100
425259	74721	62.21	0.308593	-100
425728	74757	62.25	0.307323	-100
426168	74694	62.29	0.303485	-100
427353	74687	62.33	0.297611	-100
428042	74689	62.36	0.29437	-100
428056	74717	62.4	0.29507	-100
428165	74760	62.45	0.295726	-100
428438	74697	62.48	0.292697	-100
429278	74700	62.52	0.288772	-100
429862	74717	62.56	0.286456	-100
430031	74744	62.6	0.286391	-100
430100	74749	62.64	0.286199	-100
430585	74728	62.68	0.283318	-100
431171	74722	62.72	0.280371	-100
430928	74724	62.76	0.281579	-100
430680	74736	62.79	0.283086	-100
431011	74779	62.84	0.282691	-100
431604	74774	62.87	0.279741	-100
431770	74769	62.91	0.278817	-100
431701	74743	62.95	0.278433	-100
431706	74744	62.99	0.278436	-100
431141	74714	63.03	0.280294	-100
430862	74745	63.07	0.282468	-100
430443	74729	63.11	0.28402	-100
430026	74724	63.15	0.285867	-100
429485	74730	63.19	0.288607	-100
428730	74722	63.23	0.291988	-100
428367	74723	63.27	0.293748	-100
427934	74697	63.31	0.295106	-100
427204	74709	63.35	0.298928	-100
426111	74687	63.38	0.303567	-100
425336	74659	63.42	0.306524	-100
425292	74674	63.46	0.307147	-100
425193	74705	63.5	0.308473	-100
425048	74716	63.54	0.309472	-100
424184	74685	63.58	0.312786	-100
423651	74680	63.62	0.315222	-100
423527	74703	63.66	0.316451	-100
422982	74709	63.7	0.31925	-100
422686	74733	63.74	0.321339	-100
422204	74719	63.78	0.32329	-100
421854	74701	63.81	0.324494	-100
421854	74734	63.85	0.325398	-100
421960	74735	63.89	0.324911	-100
422026	74735	63.93	0.324591	-100
421762	74718	63.97	0.325406	-100
421115	74722	64.01	0.328657	-100
420860	74719	64.05	0.329814	-100
421074	74736	64.09	0.329239	-100
420992	74734	64.13	0.329583	-100
420426	74736	64.17	0.332391	-100
420408	74748	64.2	0.332807	-100
420597	74730	64.25	0.331394	-100
420809	74729	64.29	0.330336	-100
420881	74749	64.32	0.330533	-100
420718	74756	64.36	0.331518	-100
421157	74757	64.4	0.329411	-100
421653	74747	64.44	0.326729	-100
422102	74724	64.48	0.323922	-100
422585	74734	64.52	0.321855	-100
422702	74732	64.56	0.321234	-100
423043	74732	64.6	0.319584	-100
423384	74751	64.64	0.318456	-100
423810	74765	64.68	0.316781	-100
423979	74730	64.72	0.315007	-100
424325	74755	64.76	0.314023	-100
425238	74774	64.79	0.310145	-100
426428	74794	64.83	0.304974	-100
426963	74781	64.87	0.302053	-100
427236	74780	64.91	0.300718	-100
427755	74792	64.95	0.298562	-100
428139	74741	64.99	0.29533	-100
428559	74715	65.03	0.292612	-100
429005	74744	65.07	0.291278	-100
428947	74732	65.11	0.291226	-100
429074	74746	65.14	0.291004	-100
430044	74764	65.18	0.286876	-100
430124	74780	65.22	0.286933	10
429587	74733	65.27	0.288203	-100
429401	74734	65.3	0.289117	-100
429639	74705	65.34	0.287189	-100
430380	74759	65.38	0.285141	-100
430435	74773	65.42	0.285263	-100
430042	74746	65.46	0.286393	-100
430106	74765	65.5	0.286608	-100
430752	74789	65.54	0.284194	-100
430515	74732	65.58	0.28376	-100
430134	74743	65.62	0.285873	-100
429899	74733	65.66	0.286718	-100
429928	74751	65.7	0.287072	-100
429816	74715	65.73	0.28662	-100
429786	74719	65.77	0.286872	-100
429610	74713	65.81	0.287546	-100
429593	74738	65.85	0.288311	-100
429168	74748	65.89	0.29061	-100
428706	74724	65.93	0.292157	-100
428396	74721	65.97	0.293555	-100
428054	74728	66.01	0.295381	-100
427472	74730	66.05	0.298219	-100
427287	74777	66.09	0.300392	-100
426853	74778	66.13	0.302498	-100
426178	74714	66.17	0.303984	-100
425472	74706	66.2	0.307158	-100
424989	74744	66.24	0.310522	-100
425245	74761	66.28	0.309756	-100
425642	74783	66.32	0.308448	-100
425642	74755	66.36	0.307682	-100
425699	74778	66.4	0.308037	-100
425174	74761	66.44	0.310097	-100
425209	74788	66.48	0.310668	-100
424630	74732	66.52	0.311923	-100
424374	74730	66.56	0.313102	-100
424559	74754	66.59	0.312867	-100
424651	74741	66.63	0.312068	-100
424939	74750	66.68	0.310927	-100
425472	74762	66.71	0.308691	-100
426104	74782	66.76	0.306201	-100
426475	74784	66.8	0.304475	-100
426081	74753	66.84	0.305518	-100
426156	74753	66.88	0.305158	-100
426411	74759	66.92	0.304098	-100
426503	74726	66.96	0.302753	-100
426877	74790	66.99	0.302712	-100
426890	74793	67.03	0.302731	-100
426762	74747	67.07	0.302086	-100
427194	74751	67.12	0.300125	-100
427412	74757	67.15	0.299246	-100
427432	74747	67.19	0.298876	-100
427683	74749	67.23	0.29773	-100
427793	74736	67.27	0.296848	-100
428633	74747	67.31	0.293135	-100
429118	74730	67.35	0.290356	-100
429556	74766	67.39	0.289254	-100
429831	74768	67.43	0.287999	-100
429782	74740	67.47	0.287466	-100
430189	74759	67.51	0.286049	-100
430395	74759	67.55	0.28507	-100
430434	74750	67.58	0.284638	-100
430556	74740	67.62	0.283785	-100
431046	74737	67.66	0.281375	-100
431691	74779	67.7	0.279465	-100
431653	74764	67.74	0.279235	-100
431622	74769	67.78	0.279519	-100
431627	74753	67.82	0.279057	-100
431961	74779	67.86	0.278186	-100
431941	74776	67.9	0.278199	-100
431634	74753	67.94	0.279024	-100
431396	74744	67.97	0.279906	-100
431362	74718	68.02	0.279355	-100
431093	74703	68.05	0.280221	-100
430713	74690	68.09	0.281669	-100
430591	74723	68.13	0.283153	-100
430442	74753	68.17	0.284682	-100
430623	74788	68.21	0.28478	-100
430570	74760	68.25	0.284265	-100
430264	74745	68.29	0.28531	-100
430053	74755	68.33	0.286587	-100
429804	74741	68.37	0.287389	-100
429845	74746	68.4	0.28733	-100
429599	74746	68.45	0.288502	-100
429480	74736	68.48	0.288795	-100
429471	74742	68.52	0.289002	-100
429436	74763	68.56	0.289744	-100
429320	74732	68.6	0.289448	-100
429460	74732	68.64	0.288781	-100
429755	74744	68.68	0.287704	-100
429687	74738	68.72	0.287864	-100
429386	74721	68.76	0.288832	-100
429502	74739	68.8	0.288772	-100
429371	74700	68.84	0.288328	-100
429599	74724	68.88	0.287899	-100
429662	74741	68.92	0.288065	-100
429825	74764	68.96	0.287918	-100
429466	74723	68.99	0.288506	-100
429486	74709	69.03	0.288027	-100
429457	74719	69.07	0.288439	-100
429386	74737	69.11	0.28927	-100
429680	74748	69.15	0.288171	-100
430017	74759	69.19	0.286868	-100
430207	74730	69.23	0.28517	-100
430264	74721	69.27	0.284652	-100
430927	74844	69.31	0.284867	-100
431367	74880	69.35	0.283763	-100
430673	74778	69.39	0.284269	-100
430492	74709	69.42	0.28324	-100
431084	74740	69.46	0.281277	-100
431295	74757	69.5	0.280741	-100
431218	74730	69.54	0.280367	-100
431674	74765	69.58	0.279163	-100
431987	74759	69.62	0.277515	-100
432190	74753	69.66	0.27639	-100
431964	74722	69.7	0.276611	-100
431943	74743	69.74	0.277286	-100
431827	74735	69.77	0.277616	-100
431715	74715	69.82	0.2776	-100
431768	74729	69.85	0.277732	-100
431735	74748	69.9	0.278408	-100
431755	74779	69.93	0.279162	-100
431337	74744	69.97	0.280186	-100
431201	74747	70.01	0.280913	-100
430887	74721	70.05	0.281692	-100
430912	74749	70.09	0.28234	-100
430930	74769	70.13	0.282802	-100
430898	74779	70.17	0.283227	-100
430849	74787	70.21	0.283679	-100
430694	74789	70.25	0.28447	-100
430541	74783	70.29	0.285033	-100
430302	74763	70.33	0.285622	-100
430004	74742	70.37	0.286464	-100
430042	74755	70.4	0.286639	-100
429911	74739	70.44	0.286825	-100
430707	74902	70.48	0.287497	-100
430895	74917	70.52	0.287014	-100
430790	74876	70.56	0.286393	-100
430186	74774	70.6	0.286474	-100
430021	74756	70.64	0.286767	-100
429910	74752	70.68	0.287185	-100
429991	74750	70.72	0.286745	-100
429904	74723	70.76	0.28642	-100
430137	74767	70.8	0.286516	-100
430214	74783	70.84	0.286587	-100
430180	74751	70.88	0.285873	-100
430393	74769	70.91	0.285353	-100
430270	74766	70.95	0.285856	-100
430269	74773	70.99	0.286052	-100
430337	74771	71.03	0.285674	-100
430385	74762	71.07	0.2852	-100
430693	74798	71.11	0.284721	-100
430609	74776	71.15	0.284518	-100
430508	74754	71.19	0.284396	-100
430492	74749	71.22	0.284335	-100
430393	74720	71.26	0.284012	-100
430459	74729	71.31	0.283944	-100
430386	74743	71.35	0.284675	-100
430195	74723	71.38	0.285035	-100
430465	74753	71.42	0.284573	-100
430660	74765	71.46	0.283975	-100
430556	74748	71.5	0.284004	-100
430676	74780	71.54	0.284309	-100
430473	74755	71.58	0.28459	-100
431091	74889	71.62	0.285319	-100
430855	74874	71.66	0.286029	-100
430073	74769	71.7	0.286875	-100
429621	74712	71.73	0.287466	11
429588	74740	71.77	0.28839	-100
429442	74744	71.81	0.289195	-100
429417	74765	71.85	0.289889	-100
429129	74769	71.89	0.291371	-100
428867	74776	71.93	0.292812	-100
428536	74753	71.97	0.293763	-100
427447	74737	72.01	0.298531	-100
428044	74716	72.05	0.2951	-100
428029	74739	72.09	0.295801	-100
427831	74743	72.13	0.296858	-100
427820	74777	72.16	0.297841	-100
427606	74756	72.2	0.29829	-100
427497	74759	72.24	0.298894	-100
427359	74767	72.29	0.299773	-100
427234	74751	72.32	0.299934	-100
427112	74723	72.36	0.299752	-100
427116	74763	72.4	0.300828	-100
427113	74732	72.44	0.299993	-100
427113	74723	72.48	0.299747	-100
427102	74746	72.52	0.300429	-100
427299	74781	72.56	0.300444	-100
427111	74759	72.6	0.300742	-100
427086	74764	72.64	0.300999	-100
426968	74748	72.68	0.301126	-100
427130	74791	72.72	0.301527	-100
426949	74775	72.76	0.301956	-100
426875	74767	72.79	0.302092	-100
426786	74760	72.83	0.302327	-100
426471	74728	72.87	0.302962	-100
426326	74731	72.91	0.30374	-100
426237	74735	72.95	0.304276	-100
426347	74767	72.99	0.304624	-100
426206	74755	73.03	0.304973	-100
426068	74753	73.07	0.30558	-100
426017	74781	73.1	0.306592	-100
425850	74777	73.15	0.307284	-100
425637	74775	73.19	0.308253	-100
425477	74783	73.22	0.309242	-100
425148	74752	73.27	0.309976	-100
424745	74729	73.31	0.311287	-100
424713	74744	73.35	0.311852	-100
424766	74751	73.39	0.311788	-100
424754	74772	73.43	0.31242	-100
424417	74753	73.47	0.313524	-100
