Sample	 Source	 Position	 Fraction Number	 Absorbance
452494	74671	34.18	-100	0.180209
452266	74687	34.22	-100	0.181679
452057	74663	34.27	-100	0.181967
452442	74652	34.3	-100	0.179923
452831	74674	34.34	-100	0.178768
452722	74665	34.38	-100	0.179014
452516	74672	34.42	-100	0.180137
452788	74690	34.46	-100	0.179401
452829	74685	34.5	-100	0.179078
453332	74692	34.54	-100	0.176999
453485	74676	34.58	-100	0.17587
453302	74696	34.62	-100	0.177244
453119	74711	34.66	-100	0.178481
452777	74679	34.69	-100	0.179149
453166	74666	34.73	-100	0.177036
453207	74667	34.77	-100	0.176878
452980	74681	34.81	-100	0.178287
452413	74671	34.85	-100	0.180575
452227	74651	34.89	-100	0.180869
452224	74671	34.93	-100	0.18143
451957	74686	34.97	-100	0.18305
451536	74686	35.01	-100	0.184957
451174	74697	35.05	-100	0.186899
451517	74707	35.08	-100	0.185618
451404	74688	35.13	-100	0.18561
451093	74668	35.16	-100	0.186472
450849	74697	35.2	-100	0.188373
450390	74691	35.24	-100	0.190293
449898	74660	35.28	-100	0.19168
449710	74654	35.32	-100	0.192371
449531	74655	35.36	-100	0.193213
449263	74667	35.4	-100	0.194762
448980	74688	35.44	-100	0.196627
449141	74670	35.48	-100	0.1954
449319	74684	35.51	-100	0.194973
449430	74698	35.56	-100	0.194851
448902	74691	35.6	-100	0.197064
448461	74692	35.63	-100	0.199103
448437	74671	35.68	-100	0.198637
448390	74660	35.71	-100	0.19855
448111	74649	35.75	-100	0.199522
448148	74692	35.79	-100	0.200531
447635	74671	35.83	-100	0.2023
447804	74679	35.87	-100	0.201746
447588	74676	35.91	-100	0.202651
447708	74706	35.95	-100	0.202925
447493	74681	35.99	-100	0.203223
447552	74695	36.03	-100	0.203336
447738	74684	36.07	-100	0.202185
447796	74680	36.1	-100	0.20181
447557	74655	36.14	-100	0.202218
447611	74684	36.18	-100	0.202765
447475	74673	36.22	-100	0.203086
447857	74683	36.26	-100	0.201614
447732	74678	36.3	-100	0.202048
447629	74720	36.34	-100	0.203669
447732	74700	36.38	-100	0.202651
447993	74732	36.42	-100	0.202335
448175	74690	36.46	-100	0.200353
448279	74696	36.5	-100	0.200043
448099	74679	36.54	-100	0.200399
448440	74717	36.57	-100	0.199883
448217	74676	36.61	-100	0.199778
448579	74686	36.65	-100	0.1984
448865	74723	36.69	-100	0.198109
448659	74681	36.73	-100	0.197898
448788	74669	36.77	-100	0.196981
448981	74684	36.81	-100	0.196512
449054	74656	36.85	-100	0.195413
449031	74674	36.89	-100	0.196011
449265	74695	36.93	-100	0.19552
449412	74679	36.97	-100	0.194412
449829	74688	37	-100	0.192761
449915	74666	37.04	-100	0.191767
450001	74684	37.08	-100	0.191869
450233	74690	37.12	-100	0.190979
450602	74712	37.16	-100	0.189905
450750	74720	37.2	-100	0.189453
450956	74701	37.24	-100	0.187997
450941	74717	37.28	-100	0.188504
451381	74756	37.32	-100	0.187576
451671	74770	37.36	-100	0.186645
452022	74763	37.4	-100	0.184864
452340	74729	37.44	-100	0.182494
452091	74714	37.48	-100	0.18321
452574	74741	37.52	-100	0.181765
452496	74725	37.55	-100	0.181679
453095	74724	37.59	-100	0.178945
453302	74714	37.63	-100	0.177737
453319	74698	37.67	-100	0.177222
453470	74726	37.71	-100	0.177307
453721	74727	37.75	-100	0.176202
453930	74734	37.79	-100	0.175452
453760	74719	37.83	-100	0.175807
453878	74718	37.87	-100	0.175248
454480	74731	37.91	-100	0.172892
455051	74727	37.95	-100	0.170213
455547	74763	37.99	-100	0.16897
455522	74748	38.02	-100	0.168671
455564	74735	38.06	-100	0.168127
455457	74726	38.1	-100	0.168361
455751	74731	38.14	-100	0.167178
455888	74713	38.18	-100	0.16607
456125	74736	38.22	-100	0.165636
456088	74688	38.26	-100	0.164487
456192	74697	38.3	-100	0.164268
456891	74719	38.34	-100	0.161737
457303	74694	38.38	-100	0.159208
457453	74707	38.42	-100	0.158893
457597	74708	38.46	-100	0.158277
457485	74700	38.49	-100	0.158559
457847	74683	38.53	-100	0.156474
458101	74687	38.57	-100	0.155449
458315	74693	38.61	-100	0.154658
458536	74714	38.65	-100	0.154247
458615	74712	38.69	-100	0.153839
458899	74707	38.73	-100	0.152436
459001	74694	38.77	-100	0.151625
459156	74710	38.81	-100	0.151372
459194	74692	38.85	-100	0.15071
459583	74703	38.89	-100	0.149279
460012	74740	38.92	-100	0.148383
460413	74756	38.96	-100	0.147038
460335	74695	39	-100	0.145714
460429	74718	39.04	-100	0.145927
460496	74718	39.08	-100	0.145629
460647	74708	39.12	-100	0.144684
460877	74719	39.16	6	0.143964
460982	74716	39.2	-100	0.143416
461070	74696	39.24	-100	0.142477
461436	74713	39.28	-100	0.14132
461573	74695	39.31	-100	0.140219
461677	74717	39.36	-100	0.140361
461678	74693	39.4	-100	0.139699
462048	74719	39.44	-100	0.138772
462228	74698	39.47	-100	0.1374
462485	74704	39.51	-100	0.136427
462562	74703	39.55	-100	0.136059
462722	74694	39.59	-100	0.135105
462779	74692	39.63	-100	0.134798
463088	74696	39.67	-100	0.133542
463554	74731	39.71	-100	0.132442
463454	74725	39.75	-100	0.132719
463620	74740	39.79	-100	0.132397
463754	74725	39.83	-100	0.131395
464129	74732	39.87	-100	0.129933
464285	74723	39.9	-100	0.128999
464295	74713	39.94	-100	0.128681
464615	74737	39.98	-100	0.127929
464534	74694	40.02	-100	0.127108
464758	74697	40.06	-100	0.126204
465064	74729	40.1	-100	0.125733
465079	74718	40.14	-100	0.125366
465351	74737	40.18	-100	0.12469
465650	74760	40.22	-100	0.124005
465930	74741	40.26	-100	0.122255
466115	74731	40.3	-100	0.121169
466268	74718	40.33	-100	0.120142
466266	74719	40.38	-100	0.120178
466411	74714	40.41	-100	0.119405
466696	74725	40.45	-100	0.118456
466905	74694	40.49	-100	0.116691
467042	74675	40.53	-100	0.11557
467212	74716	40.57	-100	0.115949
467359	74710	40.61	-100	0.115141
467281	74668	40.65	-100	0.114332
467433	74671	40.7	-100	0.113748
467676	74687	40.73	-100	0.113123
467732	74695	40.77	-100	0.113097
467966	74689	40.81	-100	0.11191
468187	74697	40.85	-100	0.111163
468581	74735	40.89	-100	0.110482
468748	74761	40.93	-100	0.110465
468622	74744	40.97	-100	0.11055
468668	74744	41.01	-100	0.110349
468730	74720	41.05	-100	0.109421
468748	74703	41.09	-100	0.108877
468728	74718	41.12	-100	0.109375
468584	74703	41.17	-100	0.109593
468818	74714	41.21	-100	0.108873
469060	74740	41.24	-100	0.108529
469043	74748	41.28	-100	0.108822
468906	74723	41.32	-100	0.108735
468502	74686	41.36	-100	0.109485
468379	74704	41.4	-100	0.110516
468325	74710	41.44	-100	0.110916
468169	74698	41.48	-100	0.111269
467831	74711	41.52	-100	0.113103
467399	74711	41.56	-100	0.114993
467176	74725	41.6	-100	0.116353
466691	74723	41.64	-100	0.118423
466794	74815	41.68	-100	0.120489
465573	74701	41.71	-100	0.122728
464919	74729	41.75	-100	0.126371
464616	74735	41.79	-100	0.127869
464070	74714	41.83	-100	0.1297
463061	74696	41.87	-100	0.133661
462206	74676	41.91	-100	0.136894
461550	74696	41.95	-100	0.140348
460645	74681	41.99	-100	0.143953
460058	74716	42.03	-100	0.147521
459008	74700	42.07	-100	0.151758
458257	74713	42.11	-100	0.155465
457536	74714	42.15	-100	0.158714
457406	74810	42.18	-100	0.161923
456000	74762	42.22	-100	0.166909
454957	74748	42.26	-100	0.171211
454067	74731	42.3	-100	0.174752
453261	74729	42.34	-100	0.178332
452163	74701	42.38	-100	0.182528
451282	74724	42.42	-100	0.187149
450394	74711	42.46	-100	0.190823
449719	74711	42.5	-100	0.193892
449359	74764	42.54	-100	0.196981
448264	74736	42.58	-100	0.201207
447422	74734	42.62	-100	0.204999
446536	74692	42.66	-100	0.207904
446214	74730	42.69	-100	0.210421
445577	74708	42.73	-100	0.212742
445183	74752	42.77	-100	0.215757
444552	74739	42.81	-100	0.218303
444242	74751	42.85	-100	0.220059
443811	74740	42.89	-100	0.221744
443217	74744	42.93	-100	0.224594
442749	74755	42.97	-100	0.227056
442486	74781	43	-100	0.228984
441733	74715	43.04	-100	0.230662
441347	74682	43.08	-100	0.231547
441133	74670	43.12	-100	0.23221
440873	74675	43.16	-100	0.233554
440625	74647	43.2	-100	0.233938
440544	74688	43.24	-100	0.235437
440370	74685	43.28	-100	0.236163
440374	74692	43.32	-100	0.236337
440189	74677	43.36	-100	0.236785
440086	74664	43.4	-100	0.236908
440288	74690	43.44	-100	0.236681
440498	74727	43.48	-100	0.236719
440400	74717	43.52	-100	0.2369
440368	74723	43.56	-100	0.237213
440295	74724	43.59	-100	0.23758
440360	74709	43.63	-100	0.236867
440517	74705	43.67	-100	0.236028
440515	74699	43.71	-100	0.235873
440813	74723	43.75	-100	0.235147
441033	74740	43.79	-100	0.234591
441149	74724	43.83	-100	0.233615
441122	74747	43.87	-100	0.23437
441011	74720	43.91	-100	0.234146
441429	74738	43.95	-100	0.2327
441522	74738	43.99	-100	0.232269
441599	74729	44.03	-100	0.231666
441961	74725	44.06	-100	0.22988
442601	74766	44.1	-100	0.228041
442465	74764	44.14	-100	0.228616
442638	74744	44.18	-100	0.227268
442951	74773	44.22	-100	0.226616
443002	74737	44.26	-100	0.225395
442984	74712	44.3	-100	0.224793
443047	74684	44.34	-100	0.223735
443387	74692	44.37	-100	0.222385
443665	74685	44.41	-100	0.220911
444424	74753	44.46	-100	0.219275
444276	74746	44.5	-100	0.219765
444103	74704	44.53	-100	0.219412
444500	74731	44.57	-100	0.218323
444465	74691	44.61	-100	0.217389
445108	74704	44.65	-100	0.214787
445509	74703	44.69	-100	0.212917
445672	74716	44.73	-100	0.212525
445966	74712	44.77	-100	0.211066
446216	74705	44.81	-100	0.209727
446322	74694	44.85	-100	0.20894
446317	74674	44.88	-100	0.208415
446164	74690	44.92	-100	0.209555
446702	74707	44.96	-100	0.207555
447302	74669	45.01	-100	0.203767
447763	74687	45.04	-100	0.202153
447658	74705	45.08	-100	0.203126
448108	74708	45.12	-100	0.201152
448155	74694	45.16	-100	0.200554
448513	74699	45.2	-100	0.199057
448903	74721	45.24	-100	0.197881
448997	74728	45.28	-100	0.197645
449290	74734	45.31	-100	0.196474
449738	74706	45.36	-100	0.193668
450222	74718	45.39	-100	0.191796
450099	74725	45.43	-100	0.192547
449858	74709	45.47	-100	0.193204
450391	74755	45.51	-100	0.192041
450578	74679	45.55	-100	0.18911
451281	74710	45.59	-100	0.18677
451450	74748	45.63	-100	0.187044
451393	74714	45.67	7	0.186372
452030	74719	45.71	-100	0.183623
452371	74726	45.75	-100	0.182272
452342	74741	45.79	-100	0.182814
452160	74717	45.83	-100	0.18298
452099	74661	45.86	-100	0.181722
452628	74696	45.9	-100	0.180288
452800	74693	45.94	-100	0.179429
453790	74765	45.98	-100	0.176931
454229	74738	46.02	-100	0.174214
454209	74696	46.06	-100	0.173154
454379	74728	46.1	-100	0.173264
454387	74707	46.14	-100	0.172653
454787	74713	46.18	-100	0.171017
454963	74743	46.22	-100	0.171047
454896	74731	46.26	-100	0.17102
455153	74704	46.3	-100	0.169125
455862	74719	46.33	-100	0.166351
455804	74711	46.37	-100	0.166392
455874	74746	46.41	-100	0.167036
456049	74743	46.45	-100	0.166169
456588	74737	46.49	-100	0.163588
457195	74723	46.53	-100	0.160486
457481	74725	46.57	-100	0.159261
457762	74753	46.61	-100	0.158771
457720	74700	46.65	-100	0.157508
457611	74720	46.69	-100	0.158543
457626	74707	46.73	-100	0.15812
457771	74696	46.76	-100	0.15717
458009	74695	46.81	-100	0.156079
458313	74706	46.85	-100	0.155023
458401	74708	46.89	-100	0.154685
459116	74717	46.92	-100	0.151742
459253	74719	46.96	-100	0.151187
459230	74727	47	-100	0.151508
459058	74730	47.04	-100	0.152357
459048	74758	47.08	-100	0.153168
458631	74716	47.12	-100	0.153878
458297	74728	47.16	-100	0.155697
457920	74718	47.2	-100	0.157107
457533	74700	47.24	-100	0.158344
457034	74718	47.29	-100	0.16107
456333	74744	47.33	-100	0.164922
455333	74717	47.37	-100	0.168672
454796	74719	47.41	-100	0.171141
453799	74697	47.45	-100	0.175029
453133	74694	47.48	-100	0.177952
452347	74721	47.52	-100	0.182243
451170	74736	47.56	-100	0.187985
449889	74746	47.6	-100	0.194077
448224	74689	47.64	-100	0.200102
447024	74729	47.68	-100	0.206683
445673	74732	47.72	-100	0.212958
444018	74726	47.76	-100	0.220406
442556	74736	47.8	-100	0.227428
441186	74707	47.84	-100	0.232978
440025	74734	47.87	-100	0.239109
438346	74734	47.92	-100	0.246931
436836	74723	47.95	-100	0.253691
435534	74742	47.99	-100	0.260318
433889	74714	48.03	-100	0.267294
432264	74707	48.07	-100	0.27478
430489	74694	48.11	-100	0.282843
429444	74712	48.15	-100	0.288309
428915	74763	48.19	-100	0.292227
427656	74741	48.23	-100	0.29764
425925	74720	48.27	-100	0.305364
424612	74717	48.31	-100	0.311599
423860	74741	48.35	-100	0.315883
423156	74735	48.38	-100	0.31912
422413	74745	48.42	-100	0.32299
421397	74750	48.46	-100	0.328054
420576	74741	48.5	-100	0.331798
420206	74792	48.54	-100	0.334994
419701	74787	48.58	-100	0.337318
418527	74749	48.62	-100	0.342009
417636	74749	48.66	-100	0.34637
417484	74760	48.7	-100	0.347416
416892	74713	48.74	-100	0.349033
416509	74709	48.78	-100	0.350804
416396	74763	48.82	-100	0.352837
416026	74747	48.85	-100	0.354218
415778	74730	48.9	-100	0.354973
415599	74746	48.93	-100	0.356292
415293	74721	48.97	-100	0.357115
415234	74691	49.01	-100	0.356584
415367	74721	49.05	-100	0.35675
415471	74738	49.09	-100	0.356703
415466	74709	49.13	-100	0.355934
415443	74701	49.17	-100	0.355828
415565	74691	49.21	-100	0.354953
415614	74704	49.25	-100	0.355068
415912	74761	49.29	-100	0.355162
416324	74739	49.33	-100	0.352534
416556	74715	49.36	-100	0.350737
417024	74714	49.4	-100	0.348412
417462	74715	49.45	-100	0.346292
417688	74720	49.48	-100	0.345321
418173	74762	49.52	-100	0.344097
417902	74745	49.56	-100	0.344958
418199	74723	49.6	-100	0.342902
418779	74706	49.64	-100	0.3396
419159	74709	49.68	-100	0.337827
419380	74716	49.72	-100	0.33694
419924	74722	49.75	-100	0.334452
420469	74714	49.79	-100	0.331579
420937	74708	49.84	-100	0.329139
421498	74745	49.88	-100	0.327427
421657	74722	49.91	-100	0.326025
422024	74733	49.95	-100	0.324546
422444	74726	49.99	-100	0.322319
422864	74713	50.03	-100	0.31993
423764	74749	50.07	-100	0.316565
424200	74745	50.11	-100	0.314352
424531	74715	50.15	-100	0.311935
424996	74740	50.19	-100	0.310379
424965	74716	50.22	-100	0.309871
425493	74712	50.27	-100	0.307221
425742	74687	50.3	-100	0.305339
426590	74684	50.35	-100	0.301186
427257	74702	50.39	-100	0.298482
427610	74692	50.42	-100	0.296518
428052	74687	50.46	-100	0.294267
428234	74723	50.5	-100	0.294384
428724	74734	50.54	-100	0.292345
429439	74750	50.58	-100	0.289373
429499	74717	50.62	-100	0.288184
430129	74756	50.66	-100	0.286253
430363	74715	50.7	-100	0.284017
430825	74699	50.73	-100	0.281384
431371	74700	50.78	-100	0.27882
431799	74710	50.81	-100	0.277065
431844	74673	50.86	-100	0.275838
432424	74713	50.89	-100	0.274187
433027	74746	50.93	-100	0.27224
433466	74747	50.97	-100	0.270194
434054	74740	51.01	-100	0.267228
434383	74733	51.05	-100	0.265486
434753	74735	51.09	-100	0.263799
435170	74725	51.13	-100	0.261564
435522	74739	51.17	-100	0.260293
436001	74763	51.21	-100	0.2587
436229	74748	51.24	-100	0.25722
436921	74776	51.28	-100	0.254743
437423	74782	51.32	-100	0.252558
437494	74745	51.36	-100	0.251213
437985	74755	51.4	-100	0.249192
438246	74771	51.44	-100	0.248411
438570	74778	51.48	-100	0.24709
438944	74773	51.52	-100	0.245209
439187	74761	51.56	-100	0.243748
439339	74749	51.6	-100	0.242712
439398	74740	51.63	-100	0.242191
440078	74771	51.68	-100	0.239875
440598	74760	51.71	-100	0.237158
440782	74751	51.75	-100	0.236057
441057	74776	51.79	-100	0.235465
441197	74795	51.83	-100	0.235336
441177	74759	51.87	-100	0.234444
441195	74731	51.91	-100	0.233594
441206	74705	51.95	-100	0.232831
441220	74702	51.99	-100	0.232683
441275	74762	52.03	-100	0.234071
440713	74733	52.07	-100	0.235885
440147	74731	52.11	-100	0.23846
439718	74745	52.15	-100	0.240838
439048	74719	52.19	8	0.243246
438323	74706	52.22	-100	0.246272
437517	74703	52.26	-100	0.249956
436640	74729	52.3	-100	0.254773
435616	74728	52.34	-100	0.25955
434347	74733	52.38	-100	0.265656
432843	74736	52.42	-100	0.272835
431335	74727	52.46	-100	0.27973
429784	74734	52.5	-100	0.287292
428208	74738	52.54	-100	0.294919
426374	74711	52.58	-100	0.302962
424506	74717	52.62	-100	0.31211
422472	74712	52.66	-100	0.3218
420631	74710	52.69	-100	0.330681
419116	74722	52.73	-100	0.338393
417500	74697	52.77	-100	0.345613
415920	74723	52.81	-100	0.354083
414105	74712	52.85	-100	0.36273
412398	74705	52.89	-100	0.37099
410924	74703	52.93	-100	0.378261
409596	74703	52.97	-100	0.384885
408029	74706	53.01	-100	0.39281
406479	74719	53.05	-100	0.400953
405179	74723	53.09	-100	0.407617
403910	74705	53.13	-100	0.413542
402748	74701	53.17	-100	0.419328
401644	74735	53.2	-100	0.425875
400171	74710	53.24	-100	0.432708
399146	74709	53.28	-100	0.437929
398220	74704	53.32	-100	0.442544
397409	74691	53.36	-100	0.446359
396550	74690	53.4	-100	0.450759
395861	74712	53.44	-100	0.45492
395245	74709	53.48	-100	0.458024
394720	74712	53.52	-100	0.460826
394045	74697	53.56	-100	0.463917
393403	74716	53.6	-100	0.467774
393114	74729	53.64	-100	0.469634
392805	74718	53.67	-100	0.470942
392622	74718	53.71	-100	0.471895
392352	74697	53.76	-100	0.472727
392691	74739	53.8	-100	0.47211
392715	74727	53.84	-100	0.471657
392679	74701	53.88	-100	0.471132
392670	74694	53.92	-100	0.470988
392825	74742	53.96	-100	0.471494
392936	74711	54	-100	0.470068
393394	74719	54.04	-100	0.467903
393463	74703	54.08	-100	0.467106
393794	74685	54.12	-100	0.464892
394496	74709	54.15	-100	0.461906
394801	74709	54.19	-100	0.460324
394660	74674	54.23	-100	0.460096
395660	74727	54.27	-100	0.45637
395520	74718	54.31	-100	0.456848
396263	74756	54.35	-100	0.454048
396670	74715	54.39	-100	0.450825
397204	74735	54.43	-100	0.44862
397527	74705	54.47	-100	0.446135
398417	74724	54.51	-100	0.44208
398980	74726	54.54	-100	0.439245
399536	74720	54.58	-100	0.436232
400431	74808	54.62	-100	0.434062
401367	74889	54.66	-100	0.431499
402283	74902	54.7	-100	0.42719
403065	74877	54.74	-100	0.422533
403278	74742	54.78	-100	0.41776
404002	74735	54.82	-100	0.413898
404369	74742	54.86	-100	0.412232
404994	74747	54.9	-100	0.409209
405419	74721	54.94	-100	0.406351
406346	74707	54.98	-100	0.401294
407185	74743	55.02	-100	0.39806
407311	74743	55.06	-100	0.397427
407898	74723	55.09	-100	0.393932
408465	74696	55.13	-100	0.390351
409496	74715	55.17	-100	0.385713
410251	74719	55.21	-100	0.382053
410393	74711	55.25	-100	0.381126
411315	74735	55.29	-100	0.377192
412113	74733	55.33	-100	0.373171
412600	74705	55.37	-100	0.369988
413127	74713	55.41	-100	0.367595
413372	74732	55.45	-100	0.366902
413949	74740	55.49	-100	0.364267
415001	74776	55.52	-100	0.360059
415818	74763	55.56	-100	0.35568
416420	74764	55.6	-100	0.352747
416323	74737	55.64	-100	0.352484
416770	74744	55.68	-100	0.35048
417644	74755	55.72	-100	0.346495
418771	74782	55.76	-100	0.34172
418679	74732	55.8	-100	0.340801
418773	74750	55.84	-100	0.340835
418842	74747	55.88	-100	0.340415
419317	74743	55.91	-100	0.337987
420047	74764	55.96	-100	0.335002
419807	74754	55.99	-100	0.335898
419594	74723	56.03	-100	0.336088
419620	74752	56.07	-100	0.336755
419840	74740	56.11	-100	0.335354
420136	74744	56.15	-100	0.334022
419793	74753	56.19	-100	0.335939
419535	74750	56.23	-100	0.337115
419214	74745	56.27	-100	0.338544
418741	74712	56.31	-100	0.33995
418526	74717	56.35	-100	0.341138
417839	74750	56.39	-100	0.345403
416630	74716	56.42	-100	0.350401
415965	74730	56.46	-100	0.354053
415410	74724	56.5	-100	0.356621
414441	74748	56.54	-100	0.362056
413125	74727	56.58	-100	0.367989
412066	74730	56.62	-100	0.373322
411212	74732	56.66	-100	0.377622
410095	74714	56.7	-100	0.382695
408639	74737	56.74	-100	0.390602
406947	74759	56.78	-100	0.399694
405535	74722	56.82	-100	0.405793
404473	74731	56.86	-100	0.411404
403217	74749	56.89	-100	0.418261
401560	74762	56.94	-100	0.427042
399752	74742	56.98	-100	0.435728
398167	74715	57.01	-100	0.443118
396971	74701	57.05	-100	0.44889
396056	74735	57.09	-100	0.454542
394781	74759	57.13	-100	0.461797
393458	74748	57.17	-100	0.468364
392376	74744	57.21	-100	0.473889
391211	74725	57.25	-100	0.479453
390217	74737	57.29	-100	0.484987
388996	74744	57.33	-100	0.491591
388258	74747	57.37	-100	0.495559
387462	74761	57.4	-100	0.500141
386392	74747	57.44	-100	0.505416
386004	74765	57.48	-100	0.507965
385504	74774	57.52	-100	0.510863
385191	74759	57.56	-100	0.512114
384744	74738	57.6	-100	0.513915
384609	74750	57.64	-100	0.514962
384496	74780	57.68	-100	0.516384
384118	74770	57.72	-100	0.518123
383842	74752	57.76	-100	0.519101
384116	74770	57.8	-100	0.518134
384320	74780	57.84	-100	0.517321
384208	74777	57.87	-100	0.517835
384102	74775	57.91	-100	0.518345
383832	74745	57.95	-100	0.518963
384152	74738	57.99	-100	0.517066
384616	74757	58.03	-100	0.515116
384743	74767	58.07	-100	0.514715
385018	74766	58.11	-100	0.513225
385527	74751	58.15	-100	0.510111
385920	74725	58.19	-100	0.507315
386495	74776	58.23	-100	0.505665
386604	74752	58.27	-100	0.504431
387080	74766	58.31	-100	0.502296
387692	74762	58.34	-100	0.498954
388557	74763	58.39	-100	0.494422
389433	74754	58.42	-100	0.489568
389776	74745	58.46	-100	0.48752
390393	74762	58.5	-100	0.484749
391048	74743	58.54	-100	0.480799
392256	74787	58.58	-100	0.475692
393269	74784	58.62	-100	0.470333
393553	74766	58.66	-100	0.468363
394090	74772	58.7	9	0.465737
394912	74770	58.74	-100	0.461419
395631	74760	58.78	-100	0.457423
396796	74836	58.81	-100	0.453486
397214	74836	58.85	-100	0.451332
397282	74737	58.9	-100	0.448273
398226	74780	58.93	-100	0.444594
399128	74778	58.97	-100	0.43991
399820	74773	59.01	-100	0.436229
400035	74758	59.05	-100	0.434718
400739	74760	59.09	-100	0.431175
401497	74776	59.13	-100	0.427747
402186	74787	59.17	-100	0.424539
402522	74776	59.21	-100	0.42253
402811	74777	59.25	-100	0.421088
403636	74772	59.28	-100	0.416765
404670	74775	59.32	-100	0.411612
405008	74760	59.36	-100	0.409494
404915	74744	59.4	-100	0.409526
405084	74754	59.44	-100	0.408946
405669	74751	59.48	-100	0.405911
406140	74775	59.52	-100	0.404193
406277	74774	59.56	-100	0.403476
406280	74791	59.6	-100	0.403926
406505	74786	59.64	-100	0.402656
406778	74777	59.68	-100	0.401036
406885	74817	59.71	-100	0.401592
406789	74889	59.75	-100	0.404043
405957	74826	59.8	-100	0.40651
405340	74749	59.83	-100	0.407516
405148	74734	59.87	-100	0.408075
404776	74727	59.91	-100	0.409763
404283	74757	59.95	-100	0.413078
403875	74812	59.99	-100	0.416648
403469	74818	60.03	-100	0.41887
402707	74777	60.07	-100	0.421617
401820	74756	60.11	-100	0.425554
401030	74780	60.15	-100	0.430237
400066	74761	60.19	-100	0.434642
399426	74763	60.23	-100	0.437972
398875	74802	60.27	-100	0.441864
398013	74780	60.31	-100	0.445689
397152	74793	60.35	-100	0.450475
396020	74773	60.39	-100	0.455768
395160	74790	60.43	-100	0.460682
394202	74770	60.47	-100	0.465101
393299	74760	60.51	-100	0.46952
392471	74790	60.55	-100	0.474653
391583	74809	60.59	-100	0.479807
390506	74778	60.63	-100	0.484595
390079	74800	60.67	-100	0.487435
389341	74780	60.71	-100	0.490763
388509	74796	60.74	-100	0.495577
387644	74790	60.78	-100	0.499974
387036	74771	60.82	-100	0.502666
386616	74769	60.86	-100	0.504833
386123	74771	60.9	-100	0.507498
385868	74808	60.94	-100	0.509862
385596	74832	60.98	-100	0.511961
385174	74806	61.02	-100	0.513491
384750	74781	61.06	-100	0.51506
384261	74738	61.1	-100	0.516486
384201	74755	61.13	-100	0.517271
384346	74791	61.17	-100	0.517484
384518	74771	61.21	-100	0.516021
385064	74804	61.25	-100	0.51402
385045	74777	61.29	-100	0.513383
384951	74773	61.33	-100	0.513773
384911	74766	61.37	-100	0.513794
385107	74770	61.41	-100	0.512862
385843	74803	61.45	-100	0.509858
386055	74792	61.49	-100	0.508433
385921	74753	61.53	-100	0.508076
386623	74822	61.57	-100	0.506245
386999	74800	61.61	-100	0.503655
387341	74777	61.64	-100	0.501218
387864	74794	61.68	-100	0.498922
388265	74805	61.72	-100	0.497109
388924	74804	61.76	-100	0.493612
389749	74796	61.8	-100	0.489057
390434	74775	61.84	-100	0.48489
391206	74806	61.88	-100	0.481696
391623	74795	61.92	-100	0.479215
392026	74770	61.96	-100	0.476427
392819	74782	62	-100	0.47262
393563	74782	62.04	-100	0.468749
393999	74804	62.07	-100	0.467085
394551	74794	62.11	-100	0.463947
395777	74791	62.15	-100	0.457517
396928	74810	62.19	-100	0.452095
397360	74795	62.23	-100	0.449459
397496	74790	62.27	-100	0.448622
397981	74797	62.31	-100	0.446318
398739	74801	62.35	-100	0.442534
399120	74799	62.39	-100	0.440525
399532	74822	62.43	-100	0.439043
399845	74805	62.47	-100	0.436976
400504	74796	62.5	-100	0.43336
400953	74786	62.54	-100	0.430794
400652	74772	62.59	-100	0.431948
400164	74753	62.62	-100	0.433922
400365	74768	62.66	-100	0.433305
400866	74822	62.7	-100	0.432223
401091	74792	62.74	-100	0.430254
400855	74787	62.78	-100	0.431322
400579	74783	62.82	-100	0.432622
400406	74766	62.86	-100	0.43304
400542	74772	62.9	-100	0.43251
400303	74791	62.94	-100	0.434251
399867	74824	62.98	-100	0.437383
399416	74810	63.02	-100	0.439309
399424	74829	63.05	-100	0.439788
399110	74793	63.09	-100	0.440413
398952	74805	63.13	-100	0.441551
398614	74793	63.17	-100	0.442957
398200	74806	63.21	-100	0.445439
397393	74786	63.25	-100	0.449043
397003	74862	63.29	-100	0.45313
396417	74857	63.33	-100	0.456016
395319	74773	63.37	-100	0.459393
394673	74800	63.41	-100	0.463479
393833	74764	63.45	-100	0.466853
393475	74783	63.48	-100	0.469234
392842	74793	63.52	-100	0.472802
391849	74757	63.56	-100	0.476995
391074	74769	63.6	-100	0.481374
390728	74772	63.64	-100	0.483267
390560	74779	63.68	-100	0.484339
390516	74801	63.72	-100	0.485171
389947	74788	63.76	-100	0.487799
389686	74775	63.8	-100	0.488813
389486	74766	63.84	-100	0.489618
389126	74786	63.88	-100	0.492057
388983	74814	63.92	-100	0.493575
388880	74816	63.95	-100	0.494171
388779	74799	63.99	-100	0.494238
388886	74802	64.03	-100	0.493757
389415	74833	64.07	-100	0.491823
389964	74865	64.11	-100	0.489816
389956	74807	64.15	-100	0.488272
389537	74789	64.19	-100	0.489979
389510	74816	64.23	-100	0.490859
389894	74844	64.27	-100	0.489609
389987	74816	64.31	-100	0.488355
390020	74829	64.35	-100	0.488538
390265	74858	64.38	-100	0.488045
390439	74831	64.42	-100	0.486395
390924	74818	64.46	-100	0.4835
391081	74790	64.5	-100	0.481912
391108	74784	64.54	-100	0.481607
391885	74842	64.58	-100	0.479132
392222	74816	64.62	-100	0.476663
